gsis_id,player_name,player_name_norm,position,draft_year,ff_adp,ff_adp_rank,ff_rankings_note
00-0038933,Dalton Kincaid,dalton kincaid,TE,2023,127.0,121.0,FantasyPros Overall ADP for rookie season 2023 (match_score=100.0)
00-0039152,Will Levis,will levis,QB,2023,,,No FantasyPros ADP match in 2023 overall rankings (rookies only; best_score=63.63636363636363).
00-0039065,Sam LaPorta,sam laporta,TE,2023,168.3,162.0,FantasyPros Overall ADP for rookie season 2023 (match_score=100.0)
00-0039066,Michael Mayer,michael mayer,TE,2023,218.8,212.0,FantasyPros Overall ADP for rookie season 2023 (match_score=100.0)
00-0039062,Jonathan Mingo,jonathan mingo,WR,2023,190.3,180.0,FantasyPros Overall ADP for rookie season 2023 (match_score=100.0)
00-0039144,Luke Musgrave,luke musgrave,TE,2023,200.8,194.0,FantasyPros Overall ADP for rookie season 2023 (match_score=100.0)
00-0039146,Jayden Reed,jayden reed,WR,2023,220.0,230.0,FantasyPros Overall ADP for rookie season 2023 (match_score=100.0)
00-0039165,Zach Charbonnet,zach charbonnet,RB,2023,118.0,111.0,FantasyPros Overall ADP for rookie season 2023 (match_score=100.0)
00-0039067,Rashee Rice,rashee rice,WR,2023,185.3,206.0,FantasyPros Overall ADP for rookie season 2023 (match_score=100.0)
00-0038547,Luke Schoonmaker,luke schoonmaker,TE,2023,244.0,306.0,FantasyPros Overall ADP for rookie season 2023 (match_score=100.0)
00-0038935,Brenton Strange,brenton strange,TE,2023,349.0,451.0,FantasyPros Overall ADP for rookie season 2023 (match_score=100.0)
00-0038976,Marvin Mims,marvin mims,WR,2023,216.5,208.0,FantasyPros Overall ADP for rookie season 2023 (match_score=100.0)
00-0038550,Hendon Hooker,hendon hooker,QB,2023,316.0,419.0,FantasyPros Overall ADP for rookie season 2023 (match_score=100.0)
00-0038977,Tank Dell,tank dell,WR,2023,265.8,231.0,FantasyPros Overall ADP for rookie season 2023 (match_score=100.0)
00-0038551,Kendre Miller,kendre miller,RB,2023,177.3,199.0,FantasyPros Overall ADP for rookie season 2023 (match_score=100.0)
00-0038938,Jalin Hyatt,jalin hyatt,WR,2023,166.3,159.0,FantasyPros Overall ADP for rookie season 2023 (match_score=100.0)
00-0038979,Cedric Tillman,cedric tillman,WR,2023,464.0,560.0,FantasyPros Overall ADP for rookie season 2023 (match_score=100.0)
00-0038996,Tucker Kraft,tucker kraft,TE,2023,273.0,350.0,FantasyPros Overall ADP for rookie season 2023 (match_score=100.0)
00-0038997,Josh Downs,josh downs,WR,2023,252.0,279.0,FantasyPros Overall ADP for rookie season 2023 (match_score=100.0)
00-0039032,Tyjae Spears,tyjae spears,RB,2023,207.7,223.0,FantasyPros Overall ADP for rookie season 2023 (match_score=100.0)
00-0039040,De'Von Achane,de von achane,RB,2023,136.8,132.0,FantasyPros Overall ADP for rookie season 2023 (match_score=100.0)
00-0038555,Tank Bigsby,tank bigsby,RB,2023,169.8,164.0,FantasyPros Overall ADP for rookie season 2023 (match_score=100.0)
00-0038558,Darnell Washington,darnell washington,TE,2023,254.5,282.0,FantasyPros Overall ADP for rookie season 2023 (match_score=100.0)
00-0038559,Michael Wilson,michael wilson,WR,2023,272.0,348.0,FantasyPros Overall ADP for rookie season 2023 (match_score=100.0)
00-0038563,Tre Tucker,tre tucker,WR,2023,415.0,513.0,FantasyPros Overall ADP for rookie season 2023 (match_score=100.0)
00-0038564,Cameron Latu,cameron latu,TE,2023,,,No FantasyPros ADP match in 2023 overall rankings (rookies only; best_score=50.0).
00-0039021,Roschon Johnson,roschon johnson,RB,2023,195.0,186.0,FantasyPros Overall ADP for rookie season 2023 (match_score=100.0)
00-0038573,Derius Davis,derius davis,WR,2023,427.0,525.0,FantasyPros Overall ADP for rookie season 2023 (match_score=100.0)
00-0038998,Jake Haener,jake haener,QB,2023,,,No FantasyPros ADP match in 2023 overall rankings (rookies only; best_score=57.14285714285714).
00-0039107,Stetson Bennett,stetson bennett,QB,2023,263.0,330.0,FantasyPros Overall ADP for rookie season 2023 (match_score=100.0)
00-0038576,Charlie Jones,charlie jones,WR,2023,306.0,404.0,FantasyPros Overall ADP for rookie season 2023 (match_score=100.0)
00-0038941,Tyler Scott,tyler scott,WR,2023,420.0,518.0,FantasyPros Overall ADP for rookie season 2023 (match_score=100.0)
00-0038579,Aidan O'Connell,aidan o connell,QB,2023,369.0,470.0,FantasyPros Overall ADP for rookie season 2023 (match_score=100.0)
00-0038582,Clayton Tune,clayton tune,QB,2023,,,No FantasyPros ADP match in 2023 overall rankings (rookies only; best_score=56.00000000000001).
00-0038583,Dorian Thompson-Robinson,dorian thompson robinson,QB,2023,339.0,443.0,FantasyPros Overall ADP for rookie season 2023 (match_score=100.0)
00-0038389,Israel Abanikanda,israel abanikanda,RB,2023,313.5,331.0,FantasyPros Overall ADP for rookie season 2023 (match_score=100.0)
00-0038589,Josh Whyle,josh whyle,TE,2023,,,No FantasyPros ADP match in 2023 overall rankings (rookies only; best_score=66.66666666666667).
00-0038391,Sean Clifford,sean clifford,QB,2023,303.0,398.0,FantasyPros Overall ADP for rookie season 2023 (match_score=100.0)
00-0038590,Justin Shorter,justin shorter,WR,2023,463.0,559.0,FantasyPros Overall ADP for rookie season 2023 (match_score=100.0)
00-0038393,Dontayvion Wicks,dontayvion wicks,WR,2023,356.0,458.0,FantasyPros Overall ADP for rookie season 2023 (match_score=100.0)
00-0038394,Will Mallory,will mallory,TE,2023,,,No FantasyPros ADP match in 2023 overall rankings (rookies only; best_score=60.86956521739131).
00-0038597,Chase Brown,chase brown,RB,2023,246.0,254.0,FantasyPros Overall ADP for rookie season 2023 (match_score=100.0)
00-0038598,Jaren Hall,jaren hall,QB,2023,452.0,549.0,FantasyPros Overall ADP for rookie season 2023 (match_score=100.0)
00-0039050,Payne Durham,payne durham,TE,2023,,,No FantasyPros ADP match in 2023 overall rankings (rookies only; best_score=72.0).
00-0038396,Eric Gray,eric gray,RB,2023,367.0,469.0,FantasyPros Overall ADP for rookie season 2023 (match_score=100.0)
00-0039074,Davis Allen,davis allen,TE,2023,436.0,534.0,FantasyPros Overall ADP for rookie season 2023 (match_score=100.0)
00-0038397,Evan Hull,evan hull,RB,2023,215.5,253.0,FantasyPros Overall ADP for rookie season 2023 (match_score=100.0)
00-0039075,Puka Nacua,puka nacua,WR,2023,265.0,292.0,FantasyPros Overall ADP for rookie season 2023 (match_score=100.0)
00-0038606,Parker Washington,parker washington,WR,2023,,,No FantasyPros ADP match in 2023 overall rankings (rookies only; best_score=64.70588235294117).
00-0038608,Kayshon Boutte,kayshon boutte,WR,2023,410.0,509.0,FantasyPros Overall ADP for rookie season 2023 (match_score=100.0)
00-0038400,Tanner McKee,tanner mckee,QB,2023,404.0,503.0,FantasyPros Overall ADP for rookie season 2023 (match_score=100.0)
00-0039052,Trey Palmer,trey palmer,WR,2023,256.0,321.0,FantasyPros Overall ADP for rookie season 2023 (match_score=100.0)
00-0038611,Chris Rodriguez,chris rodriguez,RB,2023,,,No FantasyPros ADP match in 2023 overall rankings (rookies only; best_score=47.05882352941176).
00-0038612,A.T. Perry,a t perry,WR,2023,422.0,520.0,FantasyPros Overall ADP for rookie season 2023 (match_score=100.0)
00-0039041,Elijah Higgins,elijah higgins,WR,2023,,,No FantasyPros ADP match in 2023 overall rankings (rookies only; best_score=56.00000000000001).
00-0038618,Xavier Hutchinson,xavier hutchinson,WR,2023,460.0,556.0,FantasyPros Overall ADP for rookie season 2023 (match_score=100.0)
00-0038619,Andrei Iosivas,andrei iosivas,WR,2023,321.0,426.0,FantasyPros Overall ADP for rookie season 2023 (match_score=100.0)
00-0038621,DeMario Douglas,demario douglas,WR,2023,,,No FantasyPros ADP match in 2023 overall rankings (rookies only; best_score=57.14285714285714).
00-0038622,Deuce Vaughn,deuce vaughn,RB,2023,180.0,171.0,FantasyPros Overall ADP for rookie season 2023 (match_score=100.0)
00-0039136,Zach Evans,zach evans,RB,2023,270.0,342.0,FantasyPros Overall ADP for rookie season 2023 (match_score=100.0)
00-0038627,Antoine Green,antoine green,WR,2023,393.0,495.0,FantasyPros Overall ADP for rookie season 2023 (match_score=100.0)
00-0038406,Zack Kuntz,zack kuntz,TE,2023,265.0,336.0,FantasyPros Overall ADP for rookie season 2023 (match_score=100.0)
00-0039046,DeWayne McBride,dewayne mcbride,RB,2023,278.5,323.0,FantasyPros Overall ADP for rookie season 2023 (match_score=100.0)
00-0038632,Colton Dowell,colton dowell,WR,2023,,,No FantasyPros ADP match in 2023 overall rankings (rookies only; best_score=62.06896551724138).
00-0038409,Lew Nichols,lew nichols,RB,2023,,,No FantasyPros ADP match in 2023 overall rankings (rookies only; best_score=60.86956521739131).
00-0038636,Kenny McIntosh,kenny mcintosh,RB,2023,438.0,536.0,FantasyPros Overall ADP for rookie season 2023 (match_score=100.0)
00-0038637,Max Duggan,max duggan,QB,2023,261.0,327.0,FantasyPros Overall ADP for rookie season 2023 (match_score=100.0)
00-0038640,Jalen Brooks,jalen brooks,WR,2023,382.0,483.0,FantasyPros Overall ADP for rookie season 2023 (match_score=100.0)
00-0038643,Brayden Willis,brayden willis,TE,2023,,,No FantasyPros ADP match in 2023 overall rankings (rookies only; best_score=57.14285714285714).
00-0038647,Ronnie Bell,ronnie bell,WR,2023,278.0,356.0,FantasyPros Overall ADP for rookie season 2023 (match_score=100.0)
00-0038507,Grant Dubose,grant dubose,WR,2023,311.0,412.0,FantasyPros Overall ADP for rookie season 2023 (match_score=100.0)
00-0039918,Caleb Williams,caleb williams,QB,2024,109.0,104.0,FantasyPros Overall ADP for rookie season 2024 (match_score=100.0)
00-0039910,Jayden Daniels,jayden daniels,QB,2024,102.6,99.0,FantasyPros Overall ADP for rookie season 2024 (match_score=100.0)
00-0039851,Drake Maye,drake maye,QB,2024,226.7,240.0,FantasyPros Overall ADP for rookie season 2024 (match_score=100.0)
00-0039849,Marvin Harrison Jr.,marvin harrison,WR,2024,16.8,16.0,FantasyPros Overall ADP for rookie season 2024 (match_score=100.0)
00-0039337,Malik Nabers,malik nabers,WR,2024,48.6,49.0,FantasyPros Overall ADP for rookie season 2024 (match_score=100.0)
00-0039917,Michael Penix,michael penix,QB,2024,302.3,280.0,FantasyPros Overall ADP for rookie season 2024 (match_score=100.0)
00-0039919,Rome Odunze,rome odunze,WR,2024,98.4,92.0,FantasyPros Overall ADP for rookie season 2024 (match_score=100.0)
00-0039923,J.J. McCarthy,j j mccarthy,QB,2024,,,No FantasyPros ADP match in 2024 overall rankings (rookies only; best_score=45.45454545454546).
00-0039732,Bo Nix,bo nix,QB,2024,184.6,178.0,FantasyPros Overall ADP for rookie season 2024 (match_score=100.0)
00-0039338,Brock Bowers,brock bowers,TE,2024,100.6,95.0,FantasyPros Overall ADP for rookie season 2024 (match_score=100.0)
00-0039893,Brian Thomas,brian thomas,WR,2024,116.2,118.0,FantasyPros Overall ADP for rookie season 2024 (match_score=100.0)
00-0039894,Xavier Worthy,xavier worthy,WR,2024,90.0,85.0,FantasyPros Overall ADP for rookie season 2024 (match_score=100.0)
00-0039916,Ricky Pearsall,ricky pearsall,WR,2024,187.5,276.0,FantasyPros Overall ADP for rookie season 2024 (match_score=100.0)
00-0039342,Xavier Legette,xavier legette,WR,2024,178.6,169.0,FantasyPros Overall ADP for rookie season 2024 (match_score=100.0)
00-0039901,Keon Coleman,keon coleman,WR,2024,104.6,100.0,FantasyPros Overall ADP for rookie season 2024 (match_score=100.0)
00-0039915,Ladd McConkey,ladd mcconkey,WR,2024,105.4,101.0,FantasyPros Overall ADP for rookie season 2024 (match_score=100.0)
00-0039907,Ja'Lynn Polk,ja lynn polk,WR,2024,184.2,177.0,FantasyPros Overall ADP for rookie season 2024 (match_score=100.0)
00-0039344,Jonathon Brooks,jonathon brooks,RB,2024,101.4,97.0,FantasyPros Overall ADP for rookie season 2024 (match_score=100.0)
00-0039890,Adonai Mitchell,adonai mitchell,WR,2024,170.6,166.0,FantasyPros Overall ADP for rookie season 2024 (match_score=100.0)
00-0039912,Ben Sinnott,ben sinnott,TE,2024,215.7,234.0,FantasyPros Overall ADP for rookie season 2024 (match_score=100.0)
00-0039920,Malachi Corley,malachi corley,WR,2024,199.5,279.0,FantasyPros Overall ADP for rookie season 2024 (match_score=100.0)
00-0039921,Trey Benson,trey benson,RB,2024,133.6,131.0,FantasyPros Overall ADP for rookie season 2024 (match_score=100.0)
00-0039810,Jermaine Burton,jermaine burton,WR,2024,215.3,233.0,FantasyPros Overall ADP for rookie season 2024 (match_score=100.0)
00-0039737,Tip Reiman,tip reiman,TE,2024,646.0,756.0,FantasyPros Overall ADP for rookie season 2024 (match_score=100.0)
00-0039738,Blake Corum,blake corum,RB,2024,128.0,123.0,FantasyPros Overall ADP for rookie season 2024 (match_score=100.0)
00-0039739,Roman Wilson,roman wilson,WR,2024,215.7,235.0,FantasyPros Overall ADP for rookie season 2024 (match_score=100.0)
00-0039811,MarShawn Lloyd,marshawn lloyd,RB,2024,182.0,198.0,FantasyPros Overall ADP for rookie season 2024 (match_score=100.0)
00-0039855,Jalen McMillan,jalen mcmillan,WR,2024,275.5,306.0,FantasyPros Overall ADP for rookie season 2024 (match_score=100.0)
00-0039355,Luke McCaffrey,luke mccaffrey,WR,2024,233.7,244.0,FantasyPros Overall ADP for rookie season 2024 (match_score=100.0)
00-0039356,Ja'Tavion Sanders,ja tavion sanders,TE,2024,249.0,256.0,FantasyPros Overall ADP for rookie season 2024 (match_score=100.0)
00-0039868,Troy Franklin,troy franklin,WR,2024,239.0,251.0,FantasyPros Overall ADP for rookie season 2024 (match_score=100.0)
00-0039847,Theo Johnson,theo johnson,TE,2024,333.0,348.0,FantasyPros Overall ADP for rookie season 2024 (match_score=100.0)
00-0039853,Javon Baker,javon baker,WR,2024,323.7,290.0,FantasyPros Overall ADP for rookie season 2024 (match_score=100.0)
00-0039792,Devontez Walker,devontez walker,WR,2024,294.3,278.0,FantasyPros Overall ADP for rookie season 2024 (match_score=100.0)
00-0039814,Erick All,erick all,TE,2024,791.0,861.0,FantasyPros Overall ADP for rookie season 2024 (match_score=100.0)
00-0039874,Jaylen Wright,jaylen wright,RB,2024,169.8,164.0,FantasyPros Overall ADP for rookie season 2024 (match_score=100.0)
00-0039793,AJ Barner,aj barner,TE,2024,395.0,420.0,FantasyPros Overall ADP for rookie season 2024 (match_score=100.0)
00-0039359,Cade Stover,cade stover,TE,2024,313.5,334.0,FantasyPros Overall ADP for rookie season 2024 (match_score=100.0)
00-0039361,Bucky Irving,bucky irving,RB,2024,191.0,181.0,FantasyPros Overall ADP for rookie season 2024 (match_score=100.0)
00-0039746,Will Shipley,will shipley,RB,2024,258.7,263.0,FantasyPros Overall ADP for rookie season 2024 (match_score=100.0)
00-0039875,Ray Davis,ray davis,RB,2024,205.5,207.0,FantasyPros Overall ADP for rookie season 2024 (match_score=100.0)
00-0039363,Isaac Guerendo,isaac guerendo,RB,2024,310.0,333.0,FantasyPros Overall ADP for rookie season 2024 (match_score=100.0)
00-0039824,Jared Wiley,jared wiley,TE,2024,320.5,341.0,FantasyPros Overall ADP for rookie season 2024 (match_score=100.0)
00-0039794,Braelon Allen,braelon allen,RB,2024,198.5,201.0,FantasyPros Overall ADP for rookie season 2024 (match_score=100.0)
00-0039365,Jacob Cowing,jacob cowing,WR,2024,520.0,676.0,FantasyPros Overall ADP for rookie season 2024 (match_score=100.0)
00-0039816,Anthony Gould,anthony gould,WR,2024,899.0,947.0,FantasyPros Overall ADP for rookie season 2024 (match_score=100.0)
00-0039373,Audric Estime,audric estime,RB,2024,257.0,261.0,FantasyPros Overall ADP for rookie season 2024 (match_score=100.0)
00-0039376,Spencer Rattler,spencer rattler,QB,2024,361.0,361.0,FantasyPros Overall ADP for rookie season 2024 (match_score=100.0)
00-0039747,Ainias Smith,ainias smith,WR,2024,394.0,417.0,FantasyPros Overall ADP for rookie season 2024 (match_score=100.0)
00-0039379,Jamari Thrash,jamari thrash,WR,2024,476.5,532.0,FantasyPros Overall ADP for rookie season 2024 (match_score=100.0)
00-0039796,Rasheen Ali,rasheen ali,RB,2024,382.5,391.0,FantasyPros Overall ADP for rookie season 2024 (match_score=100.0)
00-0039384,Tyrone Tracy Jr.,tyrone tracy,RB,2024,217.0,211.0,FantasyPros Overall ADP for rookie season 2024 (match_score=100.0)
00-0039385,Keilan Robinson,keilan robinson,RB,2024,796.0,864.0,FantasyPros Overall ADP for rookie season 2024 (match_score=100.0)
00-0039386,Bub Means,bub means,WR,2024,449.0,592.0,FantasyPros Overall ADP for rookie season 2024 (match_score=100.0)
00-0039797,Jordan Travis,jordan travis,QB,2024,556.0,523.0,FantasyPros Overall ADP for rookie season 2024 (match_score=100.0)
00-0039798,Isaiah Davis,isaiah davis,RB,2024,767.0,843.0,FantasyPros Overall ADP for rookie season 2024 (match_score=100.0)
00-0039391,Kimani Vidal,kimani vidal,RB,2024,207.3,227.0,FantasyPros Overall ADP for rookie season 2024 (match_score=100.0)
00-0039392,Jha'Quan Jackson,jha quan jackson,WR,2024,667.5,575.0,FantasyPros Overall ADP for rookie season 2024 (match_score=100.0)
00-0039880,Malik Washington,malik washington,WR,2024,331.0,295.0,FantasyPros Overall ADP for rookie season 2024 (match_score=100.0)
00-0039236,Johnny Wilson,johnny wilson,WR,2024,367.0,367.0,FantasyPros Overall ADP for rookie season 2024 (match_score=100.0)
00-0039393,Jase McClellan,jase mcclellan,RB,2024,471.0,624.0,FantasyPros Overall ADP for rookie season 2024 (match_score=100.0)
00-0039394,Casey Washington,casey washington,WR,2024,790.0,860.0,FantasyPros Overall ADP for rookie season 2024 (match_score=100.0)
00-0039397,Tejhaun Palmer,tejhaun palmer,WR,2024,276.0,403.0,FantasyPros Overall ADP for rookie season 2024 (match_score=100.0)
00-0039398,Joe Milton,joe milton,QB,2024,386.0,396.0,FantasyPros Overall ADP for rookie season 2024 (match_score=100.0)
00-0039399,Tanner McLachlan,tanner mclachlan,TE,2024,792.0,862.0,FantasyPros Overall ADP for rookie season 2024 (match_score=100.0)
00-0039405,Jawhar Jordan,jawhar jordan,RB,2024,795.0,863.0,FantasyPros Overall ADP for rookie season 2024 (match_score=100.0)
00-0039407,Dylan Laube,dylan laube,RB,2024,310.0,284.0,FantasyPros Overall ADP for rookie season 2024 (match_score=100.0)
00-0039751,Jordan Whittington,jordan whittington,WR,2024,307.7,282.0,FantasyPros Overall ADP for rookie season 2024 (match_score=100.0)
00-0039410,Ryan Flournoy,ryan flournoy,WR,2024,462.5,501.0,FantasyPros Overall ADP for rookie season 2024 (match_score=100.0)
00-0039801,Devin Leary,devin leary,QB,2024,583.5,395.0,FantasyPros Overall ADP for rookie season 2024 (match_score=100.0)
00-0039415,Brenden Rice,brenden rice,WR,2024,293.3,277.0,FantasyPros Overall ADP for rookie season 2024 (match_score=100.0)
00-0039420,Jaheim Bell,jaheim bell,TE,2024,484.5,618.0,FantasyPros Overall ADP for rookie season 2024 (match_score=100.0)
00-0039424,Devaughn Vele,devaughn vele,WR,2024,631.0,621.0,FantasyPros Overall ADP for rookie season 2024 (match_score=100.0)
00-0039884,Tahj Washington,tahj washington,WR,2024,,,No FantasyPros ADP match in 2024 overall rankings (rookies only; best_score=77.41935483870968).
00-0039238,Michael Pratt,michael pratt,QB,2024,522.0,380.0,FantasyPros Overall ADP for rookie season 2024 (match_score=100.0)
00-0039754,Devin Culp,devin culp,TE,2024,478.0,634.0,FantasyPros Overall ADP for rookie season 2024 (match_score=100.0)
00-0039437,Cornelius Johnson,cornelius johnson,WR,2024,269.0,394.0,FantasyPros Overall ADP for rookie season 2024 (match_score=100.0)
00-0040676,Cam Ward,cam ward,QB,2025,178.3,176.0,FantasyPros Overall ADP for rookie season 2025 (match_score=100.0)
00-0040718,Travis Hunter,travis hunter,WR,2025,69.8,69.0,FantasyPros Overall ADP for rookie season 2025 (match_score=100.0)
00-0040122,Ashton Jeanty,ashton jeanty,RB,2025,10.7,11.0,FantasyPros Overall ADP for rookie season 2025 (match_score=100.0)
00-0040124,Tetairoa McMillan,tetairoa mcmillan,WR,2025,58.7,56.0,FantasyPros Overall ADP for rookie season 2025 (match_score=100.0)
00-0040126,Colston Loveland,colston loveland,TE,2025,115.7,112.0,FantasyPros Overall ADP for rookie season 2025 (match_score=100.0)
00-0040128,Tyler Warren,tyler warren,TE,2025,88.7,87.0,FantasyPros Overall ADP for rookie season 2025 (match_score=100.0)
00-0040129,Emeka Egbuka,emeka egbuka,WR,2025,86.2,82.0,FantasyPros Overall ADP for rookie season 2025 (match_score=100.0)
00-0040666,Omarion Hampton,omarion hampton,RB,2025,35.8,35.0,FantasyPros Overall ADP for rookie season 2025 (match_score=100.0)
00-0040667,Matthew Golden,matthew golden,WR,2025,92.2,89.0,FantasyPros Overall ADP for rookie season 2025 (match_score=100.0)
00-0040691,Jaxson Dart,jaxson dart,QB,2025,228.3,243.0,FantasyPros Overall ADP for rookie season 2025 (match_score=100.0)
00-0040130,Jayden Higgins,jayden higgins,WR,2025,151.2,149.0,FantasyPros Overall ADP for rookie season 2025 (match_score=100.0)
00-0040784,Quinshon Judkins,quinshon judkins,RB,2025,121.3,117.0,FantasyPros Overall ADP for rookie season 2025 (match_score=100.0)
00-0040734,TreVeyon Henderson,treveyon henderson,RB,2025,44.7,45.0,FantasyPros Overall ADP for rookie season 2025 (match_score=100.0)
00-0040735,Luther Burden,luther burden,WR,2025,176.2,174.0,FantasyPros Overall ADP for rookie season 2025 (match_score=100.0)
00-0040743,Tyler Shough,tyler shough,QB,2025,313.7,318.0,FantasyPros Overall ADP for rookie season 2025 (match_score=100.0)
00-0040736,Mason Taylor,mason taylor,TE,2025,226.3,240.0,FantasyPros Overall ADP for rookie season 2025 (match_score=100.0)
00-0040737,Terrance Ferguson,terrance ferguson,TE,2025,301.3,276.0,FantasyPros Overall ADP for rookie season 2025 (match_score=100.0)
00-0040739,Elijah Arroyo,elijah arroyo,TE,2025,231.5,245.0,FantasyPros Overall ADP for rookie season 2025 (match_score=100.0)
00-0040727,Tre Harris,tre harris,WR,2025,170.3,224.0,FantasyPros Overall ADP for rookie season 2025 (match_score=100.0)
00-0040729,Jack Bech,jack bech,WR,2025,227.8,242.0,FantasyPros Overall ADP for rookie season 2025 (match_score=100.0)
00-0040730,RJ Harvey,rj harvey,RB,2025,60.8,59.0,FantasyPros Overall ADP for rookie season 2025 (match_score=100.0)
00-0040663,Harold Fannin,harold fannin,TE,2025,312.4,258.0,FantasyPros Overall ADP for rookie season 2025 (match_score=100.0)
00-0040131,Kyle Williams,kyle williams,WR,2025,200.3,231.0,FantasyPros Overall ADP for rookie season 2025 (match_score=100.0)
00-0040669,Isaac TeSlaa,isaac teslaa,WR,2025,214.6,215.0,FantasyPros Overall ADP for rookie season 2025 (match_score=100.0)
00-0040134,Pat Bryant,pat bryant,WR,2025,286.3,273.0,FantasyPros Overall ADP for rookie season 2025 (match_score=100.0)
00-0040138,Jaylin Noel,jaylin noel,WR,2025,309.0,257.0,FantasyPros Overall ADP for rookie season 2025 (match_score=100.0)
00-0040142,Kaleb Johnson,kaleb johnson,RB,2025,81.2,76.0,FantasyPros Overall ADP for rookie season 2025 (match_score=100.0)
00-0040009,Savion Williams,savion williams,WR,2025,510.0,411.0,FantasyPros Overall ADP for rookie season 2025 (match_score=100.0)
00-0040673,Jalen Milroe,jalen milroe,QB,2025,305.5,278.0,FantasyPros Overall ADP for rookie season 2025 (match_score=100.0)
00-0040704,Dillon Gabriel,dillon gabriel,QB,2025,466.5,612.0,FantasyPros Overall ADP for rookie season 2025 (match_score=100.0)
