gsis_id,player_name,player_name_norm,position,draft_year,ff_adp,ff_adp_rank,ff_rankings_note
00-0033304,Devante Mays,devante mays,RB,2017,,,No FantasyPros ADP match in 2017 overall rankings (rookies only; best_score=59.25925925925925).
00-0033591,Noah Brown,noah brown,WR,2017,,,No FantasyPros ADP match in 2017 overall rankings (rookies only; best_score=80.0).
00-0033796,Marquez Williams,marquez williams,RB,2017,,,No FantasyPros ADP match in 2017 overall rankings (rookies only; best_score=71.42857142857143).
00-0033797,Khalfani Muhammad,khalfani muhammad,RB,2017,,,No FantasyPros ADP match in 2017 overall rankings (rookies only; best_score=48.275862068965516).
00-0033975,Elijah Hood,elijah hood,RB,2017,,,No FantasyPros ADP match in 2017 overall rankings (rookies only; best_score=56.00000000000001).
00-0033305,Malachi Dupre,malachi dupre,WR,2017,,,No FantasyPros ADP match in 2017 overall rankings (rookies only; best_score=53.84615384615385).
00-0033594,Chris Carson,chris carson,RB,2017,211.7,219.0,FantasyPros Overall ADP for rookie season 2017 (match_score=100.0)
00-0033798,Mason Schreck,mason schreck,TE,2017,,,No FantasyPros ADP match in 2017 overall rankings (rookies only; best_score=50.0).
00-0033596,Matthew Dayes,matthew dayes,RB,2017,,,No FantasyPros ADP match in 2017 overall rankings (rookies only; best_score=60.86956521739131).
00-0033597,Chad Kelly,chad kelly,QB,2017,,,No FantasyPros ADP match in 2017 overall rankings (rookies only; best_score=54.54545454545454).
00-0034855,Baker Mayfield,baker mayfield,QB,2018,235.7,232.0,FantasyPros Overall ADP for rookie season 2018 (match_score=100.0)
00-0034844,Saquon Barkley,saquon barkley,RB,2018,6.6,7.0,FantasyPros Overall ADP for rookie season 2018 (match_score=100.0)
00-0034869,Sam Darnold,sam darnold,QB,2018,256.7,249.0,FantasyPros Overall ADP for rookie season 2018 (match_score=100.0)
00-0034857,Josh Allen,josh allen,QB,2018,285.0,278.0,FantasyPros Overall ADP for rookie season 2018 (match_score=100.0)
00-0034343,Josh Rosen,josh rosen,QB,2018,282.0,274.0,FantasyPros Overall ADP for rookie season 2018 (match_score=100.0)
00-0034827,D.J. Moore,d j moore,WR,2018,139.0,131.0,FantasyPros Overall ADP for rookie season 2018 (match_score=94.11764705882352)
00-0034830,Hayden Hurst,hayden hurst,TE,2018,204.3,218.0,FantasyPros Overall ADP for rookie season 2018 (match_score=100.0)
00-0034837,Calvin Ridley,calvin ridley,WR,2018,135.6,122.0,FantasyPros Overall ADP for rookie season 2018 (match_score=100.0)
00-0034750,Rashaad Penny,rashaad penny,RB,2018,83.6,80.0,FantasyPros Overall ADP for rookie season 2018 (match_score=100.0)
00-0034845,Sony Michel,sony michel,RB,2018,82.8,78.0,FantasyPros Overall ADP for rookie season 2018 (match_score=100.0)
00-0034796,Lamar Jackson,lamar jackson,QB,2018,255.7,247.0,FantasyPros Overall ADP for rookie season 2018 (match_score=100.0)
00-0034791,Nick Chubb,nick chubb,RB,2018,127.4,117.0,FantasyPros Overall ADP for rookie season 2018 (match_score=100.0)
00-0034816,Ronald Jones II,ronald jones,RB,2018,112.4,106.0,FantasyPros Overall ADP for rookie season 2018 (match_score=100.0)
00-0034348,Courtland Sutton,courtland sutton,WR,2018,194.4,169.0,FantasyPros Overall ADP for rookie season 2018 (match_score=100.0)
00-0034829,Mike Gesicki,mike gesicki,TE,2018,179.7,203.0,FantasyPros Overall ADP for rookie season 2018 (match_score=100.0)
00-0034349,Kerryon Johnson,kerryon johnson,RB,2018,77.8,72.0,FantasyPros Overall ADP for rookie season 2018 (match_score=100.0)
00-0034860,Dante Pettis,dante pettis,WR,2018,265.3,256.0,FantasyPros Overall ADP for rookie season 2018 (match_score=100.0)
00-0034775,Christian Kirk,christian kirk,WR,2018,189.0,212.0,FantasyPros Overall ADP for rookie season 2018 (match_score=100.0)
00-0034351,Dallas Goedert,dallas goedert,TE,2018,255.7,248.0,FantasyPros Overall ADP for rookie season 2018 (match_score=100.0)
00-0034353,Anthony Miller,anthony miller,WR,2018,166.0,150.0,FantasyPros Overall ADP for rookie season 2018 (match_score=100.0)
00-0034358,Derrius Guice,derrius guice,RB,2018,,,No FantasyPros ADP match in 2018 overall rankings (rookies only; best_score=53.84615384615385).
00-0034676,James Washington,james washington,WR,2018,227.7,228.0,FantasyPros Overall ADP for rookie season 2018 (match_score=100.0)
00-0034777,DJ Chark,dj chark,WR,2018,290.3,285.0,FantasyPros Overall ADP for rookie season 2018 (match_score=100.0)
00-0034838,Royce Freeman,royce freeman,RB,2018,41.2,39.0,FantasyPros Overall ADP for rookie season 2018 (match_score=100.0)
00-0034771,Mason Rudolph,mason rudolph,QB,2018,454.0,482.0,FantasyPros Overall ADP for rookie season 2018 (match_score=100.0)
00-0034764,Michael Gallup,michael gallup,WR,2018,144.2,137.0,FantasyPros Overall ADP for rookie season 2018 (match_score=100.0)
00-0034753,Mark Andrews,mark andrews,TE,2018,261.0,326.0,FantasyPros Overall ADP for rookie season 2018 (match_score=100.0)
00-0034765,Tre'Quan Smith,tre quan smith,WR,2018,246.7,238.0,FantasyPros Overall ADP for rookie season 2018 (match_score=100.0)
00-0034364,Jordan Akins,jordan akins,TE,2018,342.5,381.0,FantasyPros Overall ADP for rookie season 2018 (match_score=100.0)
00-0034365,Ian Thomas,ian thomas,TE,2018,,,No FantasyPros ADP match in 2018 overall rankings (rookies only; best_score=52.17391304347826).
00-0034366,Keke Coutee,keke coutee,WR,2018,288.0,346.0,FantasyPros Overall ADP for rookie season 2018 (match_score=100.0)
00-0034367,Nyheim Hines,nyheim hines,RB,2018,,,No FantasyPros ADP match in 2018 overall rankings (rookies only; best_score=77.41935483870968).
00-0034772,Antonio Callaway,antonio callaway,WR,2018,280.7,270.0,FantasyPros Overall ADP for rookie season 2018 (match_score=100.0)
00-0034766,Chris Herndon,chris herndon,TE,2018,450.0,478.0,FantasyPros Overall ADP for rookie season 2018 (match_score=100.0)
00-0034369,Kyle Lauletta,kyle lauletta,QB,2018,,,No FantasyPros ADP match in 2018 overall rankings (rookies only; best_score=56.00000000000001).
00-0034679,Mark Walton,mark walton,RB,2018,330.0,382.0,FantasyPros Overall ADP for rookie season 2018 (match_score=100.0)
00-0034370,DaeSean Hamilton,daesean hamilton,WR,2018,396.0,428.0,FantasyPros Overall ADP for rookie season 2018 (match_score=100.0)
00-0034159,Will Dissly,will dissly,TE,2018,,,No FantasyPros ADP match in 2018 overall rankings (rookies only; best_score=52.17391304347826).
00-0034798,Durham Smythe,durham smythe,TE,2018,,,No FantasyPros ADP match in 2018 overall rankings (rookies only; best_score=56.00000000000001).
00-0034378,Ito Smith,ito smith,RB,2018,,,No FantasyPros ADP match in 2018 overall rankings (rookies only; best_score=80.0).
00-0034799,Kalen Ballage,kalen ballage,RB,2018,228.7,229.0,FantasyPros Overall ADP for rookie season 2018 (match_score=100.0)
00-0034267,Jaleel Scott,jaleel scott,WR,2018,,,No FantasyPros ADP match in 2018 overall rankings (rookies only; best_score=50.0).
00-0034268,J'Mon Moore,j mon moore,WR,2018,290.0,315.0,FantasyPros Overall ADP for rookie season 2018 (match_score=100.0)
00-0034681,Chase Edmonds,chase edmonds,RB,2018,245.0,237.0,FantasyPros Overall ADP for rookie season 2018 (match_score=100.0)
00-0034383,Dalton Schultz,dalton schultz,TE,2018,,,No FantasyPros ADP match in 2018 overall rankings (rookies only; best_score=46.15384615384615).
00-0034386,Justin Watson,justin watson,WR,2018,379.0,416.0,FantasyPros Overall ADP for rookie season 2018 (match_score=100.0)
00-0034393,Troy Fumagalli,troy fumagalli,TE,2018,,,No FantasyPros ADP match in 2018 overall rankings (rookies only; best_score=41.379310344827594).
00-0034270,Tyler Conklin,tyler conklin,TE,2018,,,No FantasyPros ADP match in 2018 overall rankings (rookies only; best_score=58.33333333333333).
00-0034395,Daurice Fountain,daurice fountain,WR,2018,,,No FantasyPros ADP match in 2018 overall rankings (rookies only; best_score=51.61290322580645).
00-0034271,Jordan Lasley,jordan lasley,WR,2018,,,No FantasyPros ADP match in 2018 overall rankings (rookies only; best_score=57.14285714285714).
00-0034331,Jaylen Samuels,jaylen samuels,TE,2018,,,No FantasyPros ADP match in 2018 overall rankings (rookies only; best_score=53.84615384615385).
00-0034400,Jordan Wilkins,jordan wilkins,RB,2018,165.8,149.0,FantasyPros Overall ADP for rookie season 2018 (match_score=100.0)
00-0034401,Mike White,mike white,QB,2018,,,No FantasyPros ADP match in 2018 overall rankings (rookies only; best_score=50.0).
00-0034272,Marquez Valdes-Scantling,marquez valdes scantling,WR,2018,417.0,446.0,FantasyPros Overall ADP for rookie season 2018 (match_score=100.0)
00-0034273,Damion Ratley,damion ratley,WR,2018,,,No FantasyPros ADP match in 2018 overall rankings (rookies only; best_score=62.06896551724138).
00-0034808,John Kelly,john kelly,RB,2018,252.0,243.0,FantasyPros Overall ADP for rookie season 2018 (match_score=100.0)
00-0034406,Deon Cain,deon cain,WR,2018,,,No FantasyPros ADP match in 2018 overall rankings (rookies only; best_score=63.63636363636363).
00-0034407,Ray-Ray McCloud,ray ray mccloud,WR,2018,,,No FantasyPros ADP match in 2018 overall rankings (rookies only; best_score=48.0).
00-0034409,Dylan Cantrell,dylan cantrell,WR,2018,,,No FantasyPros ADP match in 2018 overall rankings (rookies only; best_score=58.33333333333333).
00-0034411,Russell Gage,russell gage,WR,2018,,,No FantasyPros ADP match in 2018 overall rankings (rookies only; best_score=46.15384615384615).
00-0034278,Tremon Smith,tremon smith,WR,2018,,,No FantasyPros ADP match in 2018 overall rankings (rookies only; best_score=75.0).
00-0034412,Luke Falk,luke falk,QB,2018,,,No FantasyPros ADP match in 2018 overall rankings (rookies only; best_score=50.0).
00-0034414,Boston Scott,boston scott,RB,2018,337.0,330.0,FantasyPros Overall ADP for rookie season 2018 (match_score=100.0)
00-0034416,Tanner Lee,tanner lee,QB,2018,,,No FantasyPros ADP match in 2018 overall rankings (rookies only; best_score=50.0).
00-0034164,Trenton Cannon,trenton cannon,RB,2018,367.0,408.0,FantasyPros Overall ADP for rookie season 2018 (match_score=100.0)
00-0034279,Equanimeous St. Brown,equanimeous st brown,WR,2018,376.0,413.0,FantasyPros Overall ADP for rookie season 2018 (match_score=100.0)
00-0034418,Cedrick Wilson Jr.,cedrick wilson,WR,2018,,,No FantasyPros ADP match in 2018 overall rankings (rookies only; best_score=66.66666666666667).
00-0034419,Braxton Berrios,braxton berrios,WR,2018,418.0,447.0,FantasyPros Overall ADP for rookie season 2018 (match_score=100.0)
00-0034420,Jordan Thomas,jordan thomas,TE,2018,,,No FantasyPros ADP match in 2018 overall rankings (rookies only; best_score=71.42857142857143).
00-0034423,Danny Etling,danny etling,QB,2018,,,No FantasyPros ADP match in 2018 overall rankings (rookies only; best_score=52.17391304347826).
00-0034732,Alex McGough,alex mcgough,QB,2018,,,No FantasyPros ADP match in 2018 overall rankings (rookies only; best_score=63.63636363636363).
00-0034426,Javon Wims,javon wims,WR,2018,398.0,430.0,FantasyPros Overall ADP for rookie season 2018 (match_score=100.0)
00-0034427,David Williams,david williams,RB,2018,,,No FantasyPros ADP match in 2018 overall rankings (rookies only; best_score=69.23076923076923).
00-0034747,Marcell Ateman,marcell ateman,WR,2018,,,No FantasyPros ADP match in 2018 overall rankings (rookies only; best_score=55.172413793103445).
00-0034432,Bo Scarbrough,bo scarbrough,RB,2018,,,No FantasyPros ADP match in 2018 overall rankings (rookies only; best_score=48.0).
00-0034433,Nick Bawden,nick bawden,RB,2018,,,No FantasyPros ADP match in 2018 overall rankings (rookies only; best_score=57.14285714285714).
00-0034286,Richie James,richie james,WR,2018,419.0,448.0,FantasyPros Overall ADP for rookie season 2018 (match_score=100.0)
00-0034438,Logan Woodside,logan woodside,QB,2018,,,No FantasyPros ADP match in 2018 overall rankings (rookies only; best_score=44.44444444444444).
00-0034439,Ryan Izzo,ryan izzo,TE,2018,,,No FantasyPros ADP match in 2018 overall rankings (rookies only; best_score=57.14285714285714).
00-0034440,Justin Jackson,justin jackson,RB,2018,,,No FantasyPros ADP match in 2018 overall rankings (rookies only; best_score=78.57142857142857).
00-0034686,Auden Tate,auden tate,WR,2018,,,No FantasyPros ADP match in 2018 overall rankings (rookies only; best_score=76.19047619047619).
00-0034442,Austin Proehl,austin proehl,WR,2018,,,No FantasyPros ADP match in 2018 overall rankings (rookies only; best_score=64.0).
00-0034339,Trey Quinn,trey quinn,WR,2018,,,No FantasyPros ADP match in 2018 overall rankings (rookies only; best_score=66.66666666666667).
00-0035228,Kyler Murray,kyler murray,QB,2019,114.7,110.0,FantasyPros Overall ADP for rookie season 2019 (match_score=100.0)
00-0035710,Daniel Jones,daniel jones,QB,2019,263.3,254.0,FantasyPros Overall ADP for rookie season 2019 (match_score=100.0)
00-0035229,T.J. Hockenson,t j hockenson,TE,2019,153.0,151.0,FantasyPros Overall ADP for rookie season 2019 (match_score=100.0)
00-0035232,Dwayne Haskins,dwayne haskins,QB,2019,,,No FantasyPros ADP match in 2019 overall rankings (rookies only; best_score=53.84615384615385).
00-0035644,Noah Fant,noah fant,TE,2019,197.8,202.0,FantasyPros Overall ADP for rookie season 2019 (match_score=100.0)
00-0035700,Josh Jacobs,josh jacobs,RB,2019,34.2,33.0,FantasyPros Overall ADP for rookie season 2019 (match_score=100.0)
00-0035662,Marquise Brown,marquise brown,WR,2019,,,No FantasyPros ADP match in 2019 overall rankings (rookies only; best_score=80.0).
00-0035624,N'Keal Harry,n keal harry,WR,2019,163.6,189.0,FantasyPros Overall ADP for rookie season 2019 (match_score=100.0)
00-0035719,Deebo Samuel,deebo samuel,WR,2019,194.3,176.0,FantasyPros Overall ADP for rookie season 2019 (match_score=100.0)
00-0035704,Drew Lock,drew lock,QB,2019,653.5,472.0,FantasyPros Overall ADP for rookie season 2019 (match_score=100.0)
00-0034970,Irv Smith Jr.,irv smith,TE,2019,418.3,271.0,FantasyPros Overall ADP for rookie season 2019 (match_score=100.0)
00-0035676,A.J. Brown,a j brown,WR,2019,403.0,257.0,FantasyPros Overall ADP for rookie season 2019 (match_score=100.0)
00-0035631,Drew Sample,drew sample,TE,2019,682.0,799.0,FantasyPros Overall ADP for rookie season 2019 (match_score=100.0)
00-0035243,Miles Sanders,miles sanders,RB,2019,73.5,71.0,FantasyPros Overall ADP for rookie season 2019 (match_score=100.0)
00-0035140,Mecole Hardman,mecole hardman,WR,2019,170.3,164.0,FantasyPros Overall ADP for rookie season 2019 (match_score=100.0)
00-0035246,JJ Arcega-Whiteside,jj arcega whiteside,WR,2019,404.8,261.0,FantasyPros Overall ADP for rookie season 2019 (match_score=97.43589743589743)
00-0035639,Parris Campbell,parris campbell,WR,2019,360.2,230.0,FantasyPros Overall ADP for rookie season 2019 (match_score=100.0)
00-0035527,Andy Isabella,andy isabella,WR,2019,398.6,246.0,FantasyPros Overall ADP for rookie season 2019 (match_score=100.0)
00-0035640,D.K. Metcalf,d k metcalf,WR,2019,144.7,138.0,FantasyPros Overall ADP for rookie season 2019 (match_score=95.23809523809523)
00-0035216,Diontae Johnson,diontae johnson,WR,2019,658.5,422.0,FantasyPros Overall ADP for rookie season 2019 (match_score=100.0)
00-0034971,Jalen Hurd,jalen hurd,WR,2019,269.5,263.0,FantasyPros Overall ADP for rookie season 2019 (match_score=100.0)
00-0035249,Josh Oliver,josh oliver,TE,2019,695.5,559.0,FantasyPros Overall ADP for rookie season 2019 (match_score=100.0)
00-0035664,Darrell Henderson,darrell henderson,RB,2019,106.8,101.0,FantasyPros Overall ADP for rookie season 2019 (match_score=100.0)
00-0035685,David Montgomery,david montgomery,RB,2019,45.3,46.0,FantasyPros Overall ADP for rookie season 2019 (match_score=100.0)
00-0035250,Devin Singletary,devin singletary,RB,2019,108.8,105.0,FantasyPros Overall ADP for rookie season 2019 (match_score=100.0)
00-0035671,Jace Sternberger,jace sternberger,TE,2019,315.0,410.0,FantasyPros Overall ADP for rookie season 2019 (match_score=100.0)
00-0035659,Terry McLaurin,terry mclaurin,WR,2019,558.7,345.0,FantasyPros Overall ADP for rookie season 2019 (match_score=100.0)
00-0035660,Kahale Warring,kahale warring,TE,2019,782.0,890.0,FantasyPros Overall ADP for rookie season 2019 (match_score=100.0)
00-0035657,Damien Harris,damien harris,RB,2019,174.5,167.0,FantasyPros Overall ADP for rookie season 2019 (match_score=100.0)
00-0035703,Miles Boykin,miles boykin,WR,2019,427.8,269.0,FantasyPros Overall ADP for rookie season 2019 (match_score=100.0)
00-0035689,Dawson Knox,dawson knox,TE,2019,979.0,1045.0,FantasyPros Overall ADP for rookie season 2019 (match_score=100.0)
00-0035251,Will Grier,will grier,QB,2019,588.0,571.0,FantasyPros Overall ADP for rookie season 2019 (match_score=100.0)
00-0034972,Alexander Mattison,alexander mattison,RB,2019,176.7,168.0,FantasyPros Overall ADP for rookie season 2019 (match_score=100.0)
00-0035529,Hakeem Butler,hakeem butler,WR,2019,,,No FantasyPros ADP match in 2019 overall rankings (rookies only; best_score=64.28571428571428).
00-0035652,Ryan Finley,ryan finley,QB,2019,533.0,664.0,FantasyPros Overall ADP for rookie season 2019 (match_score=100.0)
00-0035256,Bryce Love,bryce love,RB,2019,721.0,588.0,FantasyPros Overall ADP for rookie season 2019 (match_score=100.0)
00-0034975,Justice Hill,justice hill,RB,2019,163.7,162.0,FantasyPros Overall ADP for rookie season 2019 (match_score=100.0)
00-0035589,Gary Jennings Jr,gary jennings,WR,2019,946.0,1037.0,FantasyPros Overall ADP for rookie season 2019 (match_score=100.0)
00-0035259,Trevon Wesco,trevon wesco,TE,2019,611.0,734.0,FantasyPros Overall ADP for rookie season 2019 (match_score=100.0)
00-0035217,Benny Snell Jr.,benny snell,RB,2019,505.0,304.0,FantasyPros Overall ADP for rookie season 2019 (match_score=100.0)
00-0035590,Riley Ridley,riley ridley,WR,2019,292.0,313.0,FantasyPros Overall ADP for rookie season 2019 (match_score=100.0)
00-0035261,Tony Pollard,tony pollard,RB,2019,134.3,130.0,FantasyPros Overall ADP for rookie season 2019 (match_score=100.0)
00-0035264,Jarrett Stidham,jarrett stidham,QB,2019,501.0,633.0,FantasyPros Overall ADP for rookie season 2019 (match_score=100.0)
00-0034981,Foster Moreau,foster moreau,TE,2019,512.0,643.0,FantasyPros Overall ADP for rookie season 2019 (match_score=100.0)
00-0035268,Ryquell Armstead,ryquell armstead,RB,2019,422.8,267.0,FantasyPros Overall ADP for rookie season 2019 (match_score=100.0)
00-0035222,Zach Gentry,zach gentry,TE,2019,387.0,510.0,FantasyPros Overall ADP for rookie season 2019 (match_score=100.0)
00-0034983,Hunter Renfrow,hunter renfrow,WR,2019,266.5,259.0,FantasyPros Overall ADP for rookie season 2019 (match_score=100.0)
00-0035273,Qadree Ollison,qadree ollison,RB,2019,632.0,372.0,FantasyPros Overall ADP for rookie season 2019 (match_score=100.0)
00-0035275,Jordan Scarlett,jordan scarlett,RB,2019,693.0,509.0,FantasyPros Overall ADP for rookie season 2019 (match_score=100.0)
00-0035282,Easton Stick,easton stick,QB,2019,640.0,762.0,FantasyPros Overall ADP for rookie season 2019 (match_score=100.0)
00-0035283,Clayton Thorson,clayton thorson,QB,2019,753.0,863.0,FantasyPros Overall ADP for rookie season 2019 (match_score=100.0)
00-0035535,Darius Slayton,darius slayton,WR,2019,572.5,548.0,FantasyPros Overall ADP for rookie season 2019 (match_score=100.0)
00-0035287,KeeSean Johnson,keesean johnson,WR,2019,518.3,310.0,FantasyPros Overall ADP for rookie season 2019 (match_score=100.0)
00-0034988,Kaden Smith,kaden smith,TE,2019,557.0,685.0,FantasyPros Overall ADP for rookie season 2019 (match_score=100.0)
00-0035289,Gardner Minshew II,gardner minshew,QB,2019,505.0,636.0,FantasyPros Overall ADP for rookie season 2019 (match_score=100.0)
00-0035291,Trayveon Williams,trayveon williams,RB,2019,624.5,373.0,FantasyPros Overall ADP for rookie season 2019 (match_score=100.0)
00-0035592,Travis Fulgham,travis fulgham,WR,2019,826.0,932.0,FantasyPros Overall ADP for rookie season 2019 (match_score=100.0)
00-0035537,Ty Johnson,ty johnson,RB,2019,712.5,562.0,FantasyPros Overall ADP for rookie season 2019 (match_score=100.0)
00-0035593,Juwann Winfree,juwann winfree,WR,2019,630.0,752.0,FantasyPros Overall ADP for rookie season 2019 (match_score=100.0)
00-0034995,Dexter Williams,dexter williams,RB,2019,615.5,347.0,FantasyPros Overall ADP for rookie season 2019 (match_score=100.0)
00-0035146,Trace McSorley,trace mcsorley,QB,2019,364.0,388.0,FantasyPros Overall ADP for rookie season 2019 (match_score=100.0)
00-0035296,Marcus Green,marcus green,WR,2019,628.0,750.0,FantasyPros Overall ADP for rookie season 2019 (match_score=100.0)
00-0035594,Travis Homer,travis homer,RB,2019,575.0,702.0,FantasyPros Overall ADP for rookie season 2019 (match_score=100.0)
00-0035297,Kelvin Harmon,kelvin harmon,WR,2019,564.0,326.0,FantasyPros Overall ADP for rookie season 2019 (match_score=100.0)
00-0035298,Scott Miller,scott miller,WR,2019,758.0,867.0,FantasyPros Overall ADP for rookie season 2019 (match_score=96.0)
00-0035299,Rodney Anderson,rodney anderson,RB,2019,,,No FantasyPros ADP match in 2019 overall rankings (rookies only; best_score=75.86206896551724).
00-0035148,Darwin Thompson,darwin thompson,RB,2019,148.7,148.0,FantasyPros Overall ADP for rookie season 2019 (match_score=100.0)
00-0035303,Mike Weber,mike weber,RB,2019,495.0,628.0,FantasyPros Overall ADP for rookie season 2019 (match_score=100.0)
00-0035304,Cullen Gillaspia,cullen gillaspia,RB,2019,444.0,590.0,FantasyPros Overall ADP for rookie season 2019 (match_score=100.0)
00-0035596,Kerrith Whyte Jr,kerrith whyte,RB,2019,558.0,686.0,FantasyPros Overall ADP for rookie season 2019 (match_score=100.0)
00-0035539,Isaac Nauta,isaac nauta,TE,2019,647.0,769.0,FantasyPros Overall ADP for rookie season 2019 (match_score=100.0)
00-0035308,Tommy Sweeney,tommy sweeney,TE,2019,417.0,551.0,FantasyPros Overall ADP for rookie season 2019 (match_score=100.0)
00-0035309,Alizé Mack,aliz mack,TE,2019,436.0,579.0,FantasyPros Overall ADP for rookie season 2019 (match_score=94.73684210526316)
00-0035310,Chandler Cox,chandler cox,RB,2019,422.0,558.0,FantasyPros Overall ADP for rookie season 2019 (match_score=100.0)
00-0035311,Myles Gaskin,myles gaskin,RB,2019,624.0,405.0,FantasyPros Overall ADP for rookie season 2019 (match_score=100.0)
00-0035597,John Ursua,john ursua,WR,2019,356.0,465.0,FantasyPros Overall ADP for rookie season 2019 (match_score=100.0)
00-0035313,Terry Godwin,terry godwin,WR,2019,349.0,455.0,FantasyPros Overall ADP for rookie season 2019 (match_score=100.0)
00-0035002,Dillon Mitchell,dillon mitchell,WR,2019,819.0,925.0,FantasyPros Overall ADP for rookie season 2019 (match_score=100.0)
00-0035006,Olabisi Johnson,olabisi johnson,WR,2019,,,No FantasyPros ADP match in 2019 overall rankings (rookies only; best_score=68.96551724137932).
00-0035320,Caleb Wilson,caleb wilson,TE,2019,552.0,680.0,FantasyPros Overall ADP for rookie season 2019 (match_score=100.0)
00-0036442,Joe Burrow,joe burrow,QB,2020,149.5,146.0,FantasyPros Overall ADP for rookie season 2020 (match_score=100.0)
00-0036212,Tua Tagovailoa,tua tagovailoa,QB,2020,254.3,234.0,FantasyPros Overall ADP for rookie season 2020 (match_score=100.0)
00-0036355,Justin Herbert,justin herbert,QB,2020,288.0,370.0,FantasyPros Overall ADP for rookie season 2020 (match_score=100.0)
00-0036357,Henry Ruggs III,henry ruggs,WR,2020,116.5,116.0,FantasyPros Overall ADP for rookie season 2020 (match_score=100.0)
00-0036407,Jerry Jeudy,jerry jeudy,WR,2020,114.8,112.0,FantasyPros Overall ADP for rookie season 2020 (match_score=100.0)
00-0036358,CeeDee Lamb,ceedee lamb,WR,2020,104.5,100.0,FantasyPros Overall ADP for rookie season 2020 (match_score=100.0)
00-0036387,Jalen Reagor,jalen reagor,WR,2020,160.5,154.0,FantasyPros Overall ADP for rookie season 2020 (match_score=100.0)
00-0036322,Justin Jefferson,justin jefferson,WR,2020,125.0,121.0,FantasyPros Overall ADP for rookie season 2020 (match_score=100.0)
00-0036261,Brandon Aiyuk,brandon aiyuk,WR,2020,167.5,163.0,FantasyPros Overall ADP for rookie season 2020 (match_score=100.0)
00-0036264,Jordan Love,jordan love,QB,2020,334.0,353.0,FantasyPros Overall ADP for rookie season 2020 (match_score=100.0)
00-0036360,Clyde Edwards-Helaire,clyde edwards helaire,RB,2020,14.0,11.0,FantasyPros Overall ADP for rookie season 2020 (match_score=100.0)
00-0036410,Tee Higgins,tee higgins,WR,2020,201.5,238.0,FantasyPros Overall ADP for rookie season 2020 (match_score=100.0)
00-0036252,Michael Pittman Jr.,michael pittman,WR,2020,168.0,164.0,FantasyPros Overall ADP for rookie season 2020 (match_score=100.0)
00-0036275,D'Andre Swift,d andre swift,RB,2020,65.8,67.0,FantasyPros Overall ADP for rookie season 2020 (match_score=100.0)
00-0036223,Jonathan Taylor,jonathan taylor,RB,2020,42.8,43.0,FantasyPros Overall ADP for rookie season 2020 (match_score=100.0)
00-0036268,Laviska Shenault Jr.,laviska shenault,WR,2020,221.5,250.0,FantasyPros Overall ADP for rookie season 2020 (match_score=100.0)
00-0036290,Cole Kmet,cole kmet,TE,2020,281.0,253.0,FantasyPros Overall ADP for rookie season 2020 (match_score=100.0)
00-0036412,KJ Hamler,kj hamler,WR,2020,278.0,355.0,FantasyPros Overall ADP for rookie season 2020 (match_score=100.0)
00-0036326,Chase Claypool,chase claypool,WR,2020,235.5,259.0,FantasyPros Overall ADP for rookie season 2020 (match_score=100.0)
00-0036414,Cam Akers,cam akers,RB,2020,54.8,54.0,FantasyPros Overall ADP for rookie season 2020 (match_score=100.0)
00-0036389,Jalen Hurts,jalen hurts,QB,2020,245.5,266.0,FantasyPros Overall ADP for rookie season 2020 (match_score=100.0)
00-0036158,J.K. Dobbins,j k dobbins,RB,2020,85.8,83.0,FantasyPros Overall ADP for rookie season 2020 (match_score=100.0)
00-0036415,Van Jefferson,van jefferson,WR,2020,302.0,315.0,FantasyPros Overall ADP for rookie season 2020 (match_score=100.0)
00-0036255,Denzel Mims,denzel mims,WR,2020,181.0,233.0,FantasyPros Overall ADP for rookie season 2020 (match_score=100.0)
00-0036265,AJ Dillon,aj dillon,RB,2020,169.5,167.0,FantasyPros Overall ADP for rookie season 2020 (match_score=100.0)
00-0036328,Antonio Gibson,antonio gibson,RB,2020,101.0,97.0,FantasyPros Overall ADP for rookie season 2020 (match_score=100.0)
00-0036450,Ke'Shawn Vaughn,ke shawn vaughn,RB,2020,162.3,196.0,FantasyPros Overall ADP for rookie season 2020 (match_score=100.0)
00-0036364,Lynn Bowden Jr.,lynn bowden,WR,2020,251.0,268.0,FantasyPros Overall ADP for rookie season 2020 (match_score=100.0)
00-0036365,Bryan Edwards,bryan edwards,WR,2020,239.8,201.0,FantasyPros Overall ADP for rookie season 2020 (match_score=100.0)
00-0036251,Zack Moss,zack moss,RB,2020,103.5,99.0,FantasyPros Overall ADP for rookie season 2020 (match_score=100.0)
00-0036194,Devin Asiasi,devin asiasi,TE,2020,272.7,245.0,FantasyPros Overall ADP for rookie season 2020 (match_score=100.0)
00-0036331,Devin Duvernay,devin duvernay,WR,2020,213.0,314.0,FantasyPros Overall ADP for rookie season 2020 (match_score=100.0)
00-0036297,Darrynton Evans,darrynton evans,RB,2020,204.0,240.0,FantasyPros Overall ADP for rookie season 2020 (match_score=100.0)
00-0036332,Josiah Deguara,josiah deguara,TE,2020,393.5,455.0,FantasyPros Overall ADP for rookie season 2020 (match_score=100.0)
00-0036225,Dalton Keene,dalton keene,TE,2020,,,No FantasyPros ADP match in 2020 overall rankings (rookies only; best_score=60.86956521739131).
