gsis_id,pfr_player_id,player_name,player_name_norm,position,hs_class,birth_date,draft_year,college,draft_team
00-0031617,BackKe00,Kennard Backman,kennard backman,TE,2011,1993-02-26,2015,Ala-Birmingham,GNB
00-0032120,SterNe00,Neal Sterling,neal sterling,WR,2010,1992-01-14,2015,Monmouth,JAX
00-0032139,KoyaBe00,Ben Koyack,ben koyack,TE,2011,1993-04-09,2015,Notre Dame,JAX
00-0031959,MurpMa03,Marcus Murphy,marcus murphy,RB,2010,1991-10-03,2015,Missouri,NOR
00-0032070,LewiDe02,Dezmin Lewis,dezmin lewis,WR,2010,1992-12-05,2015,Central Arkansas,BUF
00-0031625,HillKe01,Kenny Hilliard,kenny hilliard,RB,2011,1991-10-03,2015,LSU,HOU
00-0031962,AlfoMa00,Mario Alford,mario alford,WR,2010,1992-02-25,2015,West Virginia,CIN
00-0032123,McBrTr00,Tre McBride,tre mcbride,WR,2010,1992-12-01,2015,William & Mary,TEN
00-0032141,SwaiGe00,Geoff Swaim,geoff swaim,TE,2011,1993-09-16,2015,Texas,DAL
00-0032156,SiemTr00,Trevor Siemian,trevor siemian,QB,2010,1991-12-26,2015,Northwestern,DEN
00-0032072,AndeRo01,Rory Anderson,rory anderson,TE,2011,,2015,South Carolina,SFO
00-0032190,ChriGe00,Gerald Christian,gerald christian,TE,2010,1991-08-26,2015,Louisville,ARI
00-0033106,GoffJa00,Jared Goff,jared goff,QB,2013,1994-10-14,2016,California,LAR
00-0032950,WentCa00,Carson Wentz,carson wentz,QB,2010,1992-12-30,2016,North Dakota St.,PHI
00-0033045,ElliEz00,Ezekiel Elliott,ezekiel elliott,RB,2013,1995-07-22,2016,Ohio St.,DAL
00-0032966,ColeCo00,Corey Coleman,corey coleman,WR,2012,1994-07-06,2016,Baylor,CLE
00-0033127,FullWi01,Will Fuller,will fuller,WR,2013,1994-04-16,2016,Notre Dame,HOU
00-0032760,DoctJo00,Josh Doctson,josh doctson,WR,2010,1992-12-03,2016,TCU,WAS
00-0032951,TreaLa00,Laquon Treadwell,laquon treadwell,WR,2013,1995-06-14,2016,Mississippi,MIN
00-0033108,LyncPa00,Paxton Lynch,paxton lynch,QB,2012,1994-02-12,2016,Memphis,DEN
00-0033090,HenrHu00,Hunter Henry,hunter henry,TE,2013,1994-12-07,2016,Arkansas,SDG
00-0032385,ShepSt00,Sterling Shepard,sterling shepard,WR,2012,1993-02-10,2016,Oklahoma,NYG
00-0032764,HenrDe00,Derrick Henry,derrick henry,RB,2013,1994-01-04,2016,Alabama,TEN
00-0032765,ThomMi05,Michael Thomas,michael thomas,WR,2011,1993-03-03,2016,Ohio St.,NOR
00-0032953,HackCh01,Christian Hackenberg,christian hackenberg,QB,2013,1995-02-14,2016,Penn St.,NYJ
00-0033009,BoydTy00,Tyler Boyd,tyler boyd,WR,2013,1994-11-15,2016,Pittsburgh,CIN
00-0033118,DrakKe00,Kenyan Drake,kenyan drake,RB,2012,1994-01-26,2016,Alabama,MIA
00-0032392,HoopAu00,Austin Hooper,austin hooper,TE,2013,1994-10-29,2016,Stanford,ATL
00-0033069,MillBr03,Braxton Miller,braxton miller,WR,2011,1992-11-30,2016,Ohio St.,HOU
00-0033060,CarrLe00,Leonte Carroo,leonte carroo,WR,2012,1994-01-24,2016,Rutgers,MIA
00-0032393,ProsC.00,C.J. Prosise,c j prosise,RB,2012,1994-05-20,2016,Notre Dame,SEA
00-0033119,BrisJa00,Jacoby Brissett,jacoby brissett,QB,2011,1992-12-11,2016,North Carolina St.,NWE
00-0033104,KessCo00,Cody Kessler,cody kessler,QB,2011,1993-05-11,2016,USC,CLE
00-0032394,VannNi00,Nick Vannett,nick vannett,TE,2011,1993-03-06,2016,Ohio St.,SEA
00-0032893,CookCo00,Connor Cook,connor cook,QB,2011,1993-01-29,2016,Michigan St.,OAK
00-0032398,MoorCh00,Chris Moore,chris moore,WR,2011,1993-06-16,2016,Cincinnati,BAL
00-0033110,HigbTy00,Tyler Higbee,tyler higbee,TE,2011,1993-01-01,2016,Western Kentucky,LAR
00-0032400,MitcMa01,Malcolm Mitchell,malcolm mitchell,WR,2011,1992-07-20,2016,Georgia,NWE
00-0033079,LouiRi00,Ricardo Louis,ricardo louis,WR,2012,1994-03-23,2016,Auburn,CLE
00-0033111,CoopPh00,Pharoh Cooper,pharoh cooper,WR,2013,1995-03-07,2016,South Carolina,LAR
00-0032404,ErviTy00,Tyler Ervin,tyler ervin,RB,2011,1993-10-07,2016,San Jose St.,HOU
00-0032775,RobiDe01,Demarcus Robinson,demarcus robinson,WR,2013,1994-09-21,2016,Florida,KAN
00-0032411,DixoKe00,Kenneth Dixon,kenneth dixon,RB,2012,1994-01-21,2016,Louisiana Tech,BAL
00-0033077,PresDa01,Dak Prescott,dak prescott,QB,2011,1993-07-29,2016,Mississippi St.,DAL
00-0032972,BookDe00,Devontae Booker,devontae booker,RB,2010,1992-05-27,2016,Utah,DEN
00-0033080,DevaSe00,Seth Devalve,seth devalve,TE,2011,1993-01-29,2016,Princeton,CLE
00-0033098,JoneCa01,Cardale Jones,cardale jones,QB,2011,1992-09-29,2016,Ohio St.,BUF
00-0032778,SharTa00,Tajae Sharpe,tajae sharpe,WR,2012,1994-12-23,2016,Massachusetts,TEN
00-0032940,WashDe00,DeAndre Washington,deandre washington,RB,2011,1993-02-22,2016,Texas Tech,OAK
00-0032417,PerkPa00,Paul Perkins,paul perkins,RB,2012,1994-11-16,2016,UCLA,NYG
00-0032780,HowaJo00,Jordan Howard,jordan howard,RB,2013,1994-11-02,2016,Indiana,CHI
00-0032782,SmalWe00,Wendell Smallwood,wendell smallwood,RB,2013,1994-01-20,2016,West Virginia,PHI
00-0032974,PaytJo00,Jordan Payton,jordan payton,WR,2012,1993-09-01,2016,UCLA,CLE
00-0032975,WillJo07,Jonathan Williams,jonathan williams,RB,2012,1994-02-02,2016,Arkansas,BUF
00-0032784,HogaKe00,Kevin Hogan,kevin hogan,QB,2011,1992-10-20,2016,Stanford,KAN
00-0032423,DaviTr03,Trevor Davis,trevor davis,WR,2011,1993-07-04,2016,California,GNB
00-0033040,HillTy00,Tyreek Hill,tyreek hill,WR,2012,1994-03-01,2016,West Alabama,KAN
00-0032426,CollAl00,Alex Collins,alex collins,RB,2013,1994-08-26,2016,Arkansas,SEA
00-0032977,HiggRa00,Rashard Higgins,rashard higgins,WR,2013,1994-10-07,2016,Colorado St.,CLE
00-0032956,JanoAn00,Andy Janovich,andy janovich,RB,2011,1993-05-23,2016,Nebraska,DEN
00-0033112,HemiTe00,Temarrick Hemingway,temarrick hemingway,TE,2011,1993-07-30,2016,South Carolina St.,LAR
00-0032341,BoehMo00,Moritz Boehringer,moritz boehringer,WR,2011,1993-10-16,2016,,MIN
00-0033078,ReynKe00,Keenan Reynolds,keenan reynolds,RB,2011,1993-12-13,2016,Navy,BAL
00-0032429,AdamJe01,Jerell Adams,jerell adams,TE,2011,1992-12-31,2016,South Carolina,NYG
00-0032791,GranJa00,Jakeem Grant,jakeem grant,WR,2011,1992-10-30,2016,Texas Tech,MIA
00-0032792,SudfNa00,Nate Sudfeld,nate sudfeld,QB,2012,1993-10-07,2016,Indiana,WAS
00-0032430,MorgDa01,David Morgan,david morgan,TE,2011,1993-05-19,2016,Texas-San Antonio,MIN
00-0032431,RudoJa00,Jake Rudock,jake rudock,QB,2011,1993-01-21,2016,Michigan,DET
00-0032957,ListKo00,Kolby Listenbee,kolby listenbee,WR,2012,1994-01-25,2016,TCU,BUF
00-0032794,VitaDa00,Danny Vitale,danny vitale,RB,2012,1993-10-26,2016,Northwestern,TAM
00-0032897,WattDe00,Derek Watt,derek watt,RB,2011,1992-11-07,2016,Wisconsin,SDG
00-0032795,CoreCo00,Cody Core,cody core,WR,2012,1994-04-17,2016,Mississippi,CIN
00-0032434,AlleBr00,Brandon Allen,brandon allen,QB,2011,1992-09-05,2016,Arkansas,JAX
00-0033114,ThomMi04,Mike Thomas,mike thomas,WR,2012,1994-08-16,2016,Southern Miss,LAR
00-0032436,DrisJe00,Jeff Driskel,jeff driskel,QB,2011,1993-04-23,2016,Louisiana Tech,SFO
00-0032440,TaylKe01,Kelvin Taylor,kelvin taylor,RB,2013,1993-09-28,2016,Florida,SFO
00-0032441,BurbAa00,Aaron Burbridge,aaron burbridge,WR,2012,1993-12-23,2016,Michigan St.,SFO
00-0033049,JackDa01,Darius Jackson,darius jackson,RB,2011,1993-12-01,2016,Eastern Michigan,DAL
00-0033054,GathRi00,Rico Gathers,rico gathers,TE,2012,1994-01-07,2016,Baylor,DAL
00-0032446,DougBr00,Brandon Doughty,brandon doughty,QB,2010,1991-10-06,2016,Western Kentucky,MIA
00-0032447,LuciDe00,Devin Lucien,devin lucien,WR,2011,1993-06-26,2016,Arizona St.,NWE
00-0032365,AyerDe00,Demarcus Ayers,demarcus ayers,WR,2012,1994-07-07,2016,Houston,PIT
00-0032801,BravDa00,Daniel Braverman,daniel braverman,WR,2012,1993-09-28,2016,Western Michigan,CHI
00-0033061,DuarTh00,Thomas Duarte,thomas duarte,TE,2013,1995-03-30,2016,UCLA,MIA
00-0032450,WashDw00,Dwayne Washington,dwayne washington,RB,2012,1994-04-24,2016,Washington,DET
00-0032804,LascDa00,Daniel Lasco,daniel lasco,RB,2011,1992-10-09,2016,California,NOR
00-0032451,FullDe00,Devin Fuller,devin fuller,WR,2012,1994-01-29,2016,UCLA,ATL
00-0032959,PeakCh00,Charone Peake,charone peake,WR,2011,1992-10-16,2016,Clemson,NYJ
00-0032806,MarsKe00,Keith Marshall,keith marshall,RB,2012,1994-02-16,2016,Georgia,WAS
00-0032453,LawlKe00,Kenny Lawler,kenny lawler,WR,2012,1994-06-25,2016,California,SEA
00-0032808,BrooZa00,Zac Brooks,zac brooks,RB,2012,1993-02-01,2016,Clemson,SEA
00-0032900,SandBe00,Beau Sandland,beau sandland,TE,2011,1993-02-23,2016,Montana St.,CAR
00-0033869,TrubMi00,Mitchell Trubisky,mitchell trubisky,QB,2013,1994-08-20,2017,North Carolina,CHI
00-0033856,FourLe00,Leonard Fournette,leonard fournette,RB,2014,1995-01-18,2017,LSU,JAX
00-0033871,DaviCo03,Corey Davis,corey davis,WR,2013,1995-01-11,2017,Western Michigan,TEN
00-0033536,WillMi07,Mike Williams,mike williams,WR,2013,1994-10-04,2017,Clemson,LAC
00-0033280,McCaCh01,Christian McCaffrey,christian mccaffrey,RB,2014,1996-06-07,2017,Stanford,CAR
00-0033460,RossJo00,John Ross,john ross,WR,2013,1995-11-27,2017,Washington,CIN
00-0033873,MahoPa00,Patrick Mahomes,patrick mahomes,QB,2014,1995-09-17,2017,Texas Tech,KAN
00-0033537,WatsDe00,Deshaun Watson,deshaun watson,QB,2014,1995-09-14,2017,Clemson,HOU
00-0033879,HowaO.00,O.J. Howard,o j howard,TE,2013,1994-11-18,2017,Alabama,TAM
00-0033881,EngrEv00,Evan Engram,evan engram,TE,2013,1994-09-02,2017,Mississippi,NYG
00-0033885,NjokDa00,David Njoku,david njoku,TE,2014,1996-07-10,2017,Miami (FL),CLE
00-0033891,JoneZa00,Zay Jones,zay jones,WR,2013,1995-03-30,2017,East Carolina,BUF
00-0033282,SamuCu00,Curtis Samuel,curtis samuel,WR,2014,1996-08-11,2017,Ohio St.,CAR
00-0033893,CookDa01,Dalvin Cook,dalvin cook,RB,2014,1995-08-10,2017,Florida St.,MIN
00-0033895,EverGe00,Gerald Everett,gerald everett,TE,2012,1994-06-25,2017,South Alabama,LAR
00-0033896,ShahAd00,Adam Shaheen,adam shaheen,TE,2012,1994-10-24,2017,Ashland,CHI
00-0033897,MixoJo00,Joe Mixon,joe mixon,RB,2014,1996-07-24,2017,Oklahoma,CIN
00-0033899,KizeDe00,DeShone Kizer,deshone kizer,QB,2014,1996-01-03,2017,Notre Dame,CLE
00-0033857,SmitJu00,JuJu Smith-Schuster,juju smith schuster,WR,2014,1996-11-22,2017,USC,PIT
00-0033906,KamaAl00,Alvin Kamara,alvin kamara,RB,2013,1995-07-25,2017,Tennessee,NOR
00-0033908,KuppCo00,Cooper Kupp,cooper kupp,WR,2011,1993-06-15,2017,Eastern Washington,LAR
00-0033911,TaylTa00,Taywan Taylor,taywan taylor,WR,2013,1995-03-02,2017,Western Kentucky,TEN
00-0033916,StewAr00,ArDarius Stewart,ardarius stewart,WR,2013,1993-12-08,2017,Alabama,NYJ
00-0033919,HendCa01,Carlos Henderson,carlos henderson,WR,2013,1994-12-19,2017,Louisiana Tech,DEN
00-0033921,GodwCh00,Chris Godwin,chris godwin,WR,2014,1996-02-27,2017,Penn St.,TAM
00-0033923,HuntKa00,Kareem Hunt,kareem hunt,RB,2013,1995-08-06,2017,Toledo,KAN
00-0033550,WebbDa00,Davis Webb,davis webb,QB,2013,1995-01-22,2017,California,NYG
00-0033925,ForeDO00,D'Onta Foreman,d onta foreman,RB,2014,1996-04-24,2017,Texas,HOU
00-0033932,GollKe00,Kenny Golladay,kenny golladay,WR,2011,1993-11-03,2017,Northern Illinois,DET
00-0033933,WillCh05,Chad Williams,chad williams,WR,2012,1994-10-19,2017,Grambling St.,ARI
00-0033858,SmitJo01,Jonnu Smith,jonnu smith,TE,2013,1995-08-22,2017,Florida International,TEN
00-0033936,BeatC.00,C.J. Beathard,c j beathard,QB,2012,1993-11-16,2017,Iowa,SFO
00-0033553,ConnJa00,James Conner,james conner,RB,2013,1995-05-05,2017,Pittsburgh,PIT
00-0033937,DarbAm00,Amara Darboh,amara darboh,WR,2012,1994-02-01,2017,Michigan,SEA
00-0033839,WestDe00,Dede Westbrook,dede westbrook,WR,2012,1993-11-21,2017,Oklahoma,JAX
00-0033526,PeriSa00,Samaje Perine,samaje perine,RB,2014,1995-09-16,2017,Oklahoma,WAS
00-0033943,ReynJo00,Josh Reynolds,josh reynolds,WR,2013,1995-02-16,2017,Texas A&M,LAR
00-0033555,HollMa00,Mack Hollins,mack hollins,WR,2011,1993-09-16,2017,North Carolina,PHI
00-0033556,CoheTa00,Tarik Cohen,tarik cohen,RB,2013,1995-07-26,2017,North Carolina A&T,CHI
00-0033286,WillJo12,Joe Williams,joe williams,RB,2011,1993-09-04,2017,Utah,SFO
00-0033559,RobeMi01,Michael Roberts,michael roberts,TE,2012,1994-05-07,2017,Toledo,DET
00-0033859,MaloJo00,Josh Malone,josh malone,WR,2014,1996-03-21,2017,Tennessee,CIN
00-0033561,PumpDo00,Donnel Pumphrey,donnel pumphrey,RB,2013,1994-12-06,2017,San Diego St.,PHI
00-0033562,SwitRy00,Ryan Switzer,ryan switzer,WR,2013,1994-11-04,2017,North Carolina,DAL
00-0033948,WillJa06,Jamaal Williams,jamaal williams,RB,2012,1995-04-03,2017,BYU,GNB
00-0033949,DobbJo00,Joshua Dobbs,joshua dobbs,QB,2013,1995-01-26,2017,Tennessee,PIT
00-0033464,ChesJe00,Jehu Chesson,jehu chesson,WR,2012,1993-12-20,2017,Michigan,KAN
00-0033950,GallWa00,Wayne Gallman,wayne gallman,RB,2013,1994-10-01,2017,Clemson,NYG
00-0033840,HansCh00,Chad Hansen,chad hansen,WR,2013,1995-01-18,2017,California,NYJ
00-0033951,MackMa00,Marlon Mack,marlon mack,RB,2014,1996-03-07,2017,South Florida,IND
00-0033564,ButtJa00,Jake Butt,jake butt,TE,2013,1995-07-11,2017,Michigan,DEN
00-0033288,KittGe00,George Kittle,george kittle,TE,2012,1993-10-09,2017,Iowa,SFO
00-0033953,LeggJo00,Jordan Leggett,jordan leggett,TE,2013,1995-01-31,2017,Clemson,NYJ
00-0033528,SpriJe00,Jeremy Sprinkle,jeremy sprinkle,TE,2012,1994-08-10,2017,Arkansas,WAS
00-0033567,HillBr02,Brian Hill,brian hill,RB,2014,1995-11-09,2017,Wyoming,ATL
00-0033955,McNiJe00,Jeremy McNichols,jeremy mcnichols,RB,2014,1995-12-26,2017,Boise St.,TAM
00-0033573,GibsSh00,Shelton Gibson,shelton gibson,WR,2013,1995-03-20,2017,West Virginia,PHI
00-0033957,AdamRo01,Rodney Adams,rodney adams,WR,2013,1994-09-15,2017,South Florida,MIN
00-0033958,PeteNa00,Nathan Peterman,nathan peterman,QB,2012,1994-05-04,2017,Pittsburgh,BUF
00-0033466,McKeIs00,Isaiah McKenzie,isaiah mckenzie,WR,2014,1995-04-09,2017,Georgia,DEN
00-0033576,SaubEr00,Eric Saubert,eric saubert,TE,2012,1994-05-09,2017,Drake,ATL
00-0033291,YancDe00,DeAngelo Yancey,deangelo yancey,WR,2013,1994-11-18,2017,Purdue,GNB
00-0033292,TaylTr02,Trent Taylor,trent taylor,WR,2013,1994-04-30,2017,Louisiana Tech,SFO
00-0033789,LogaT.00,T.J. Logan,t j logan,RB,2013,1994-09-03,2017,North Carolina,ARI
00-0033293,JoneAa00,Aaron Jones,aaron jones,RB,2013,1994-12-02,2017,Texas-El Paso,GNB
00-0033295,McGuEl00,Elijah McGuire,elijah mcguire,RB,2013,1994-06-01,2017,Louisiana,NYJ
00-0033296,ArmaAl00,Alex Armah,alex armah,RB,2012,1994-05-17,2017,West Georgia,CAR
00-0033966,HodgBu00,Bucky Hodges,bucky hodges,TE,2013,1995-08-08,2017,Virginia Tech,MIN
00-0033581,HendDe01,De'Angelo Henderson,de angelo henderson,RB,2010,1992-11-24,2017,Coastal Carolina,DEN
00-0033967,RogeSa00,Sam Rogers,sam rogers,RB,2011,1995-04-12,2017,Virginia Tech,LAR
00-0033791,WilsBr01,Brandon Wilson,brandon wilson,RB,2012,1994-07-27,2017,Houston,CIN
00-0033530,DaviRo00,Robert Davis,robert davis,WR,2013,1995-04-02,2017,Georgia St.,WAS
00-0033585,KaayBr00,Brad Kaaya,brad kaaya,QB,2014,1995-09-03,2017,Miami (FL),DET
00-0033968,ColeSt00,Stacy Coley,stacy coley,WR,2013,1994-05-13,2017,Miami (FL),MIN
00-0033589,MoorDa03,David Moore,david moore,WR,2013,1995-01-15,2017,East Central (OK),SEA
00-0033471,FordIs00,Isaiah Ford,isaiah ford,WR,2014,1996-02-09,2017,Virginia Tech,MIA
00-0033304,MaysDe00,Devante Mays,devante mays,RB,2012,1994-05-26,2017,Utah St.,GNB
00-0033591,BrowNo00,Noah Brown,noah brown,WR,2014,1996-01-06,2017,Ohio St.,DAL
00-0033796,WillMa09,Marquez Williams,marquez williams,RB,2012,1994-07-16,2017,Miami (FL),JAX
00-0033797,MuhaKh00,Khalfani Muhammad,khalfani muhammad,RB,2013,1994-09-26,2017,California,TEN
00-0033975,HoodEl00,Elijah Hood,elijah hood,RB,2014,1996-04-22,2017,North Carolina,OAK
00-0033305,DuprMa01,Malachi Dupre,malachi dupre,WR,2014,1995-10-12,2017,LSU,GNB
00-0033594,CarsCh00,Chris Carson,chris carson,RB,2013,1994-09-16,2017,Oklahoma St.,SEA
00-0033798,SchrMa00,Mason Schreck,mason schreck,TE,2012,1993-11-04,2017,Buffalo,CIN
00-0033596,DayeMa00,Matthew Dayes,matthew dayes,RB,2013,1994-09-03,2017,North Carolina St.,CLE
00-0033597,KellCh00,Chad Kelly,chad kelly,QB,2012,1994-03-26,2017,Mississippi,DEN
00-0034855,MayfBa00,Baker Mayfield,baker mayfield,QB,2013,1995-04-14,2018,Oklahoma,CLE
00-0034844,BarkSa00,Saquon Barkley,saquon barkley,RB,2015,1997-02-09,2018,Penn St.,NYG
00-0034869,DarnSa00,Sam Darnold,sam darnold,QB,2015,1997-06-05,2018,USC,NYJ
00-0034857,AlleJo02,Josh Allen,josh allen,QB,2014,1996-05-21,2018,Wyoming,BUF
00-0034343,RoseJo01,Josh Rosen,josh rosen,QB,2015,1997-02-10,2018,UCLA,ARI
00-0034827,MoorD.00,D.J. Moore,d j moore,WR,2015,1997-04-14,2018,Maryland,CAR
00-0034830,HursHa00,Hayden Hurst,hayden hurst,TE,2011,1993-08-24,2018,South Carolina,BAL
00-0034837,RidlCa00,Calvin Ridley,calvin ridley,WR,2015,1994-12-20,2018,Alabama,ATL
00-0034750,PennRa00,Rashaad Penny,rashaad penny,RB,2014,1996-02-02,2018,San Diego St.,SEA
00-0034845,MichSo00,Sony Michel,sony michel,RB,2014,1995-02-17,2018,Georgia,NWE
00-0034796,JackLa00,Lamar Jackson,lamar jackson,QB,2015,1997-01-07,2018,Louisville,BAL
00-0034791,ChubNi00,Nick Chubb,nick chubb,RB,2014,1995-12-27,2018,Georgia,CLE
00-0034816,JoneRo01,Ronald Jones II,ronald jones,RB,2015,1997-08-03,2018,USC,TAM
00-0034348,SuttCo00,Courtland Sutton,courtland sutton,WR,2014,1995-10-10,2018,SMU,DEN
00-0034829,GesiMi00,Mike Gesicki,mike gesicki,TE,2014,1995-10-03,2018,Penn St.,MIA
00-0034349,JohnKe06,Kerryon Johnson,kerryon johnson,RB,2015,1997-06-30,2018,Auburn,DET
00-0034860,PettDa00,Dante Pettis,dante pettis,WR,2014,1995-10-23,2018,Washington,SFO
00-0034775,KirkCh01,Christian Kirk,christian kirk,WR,2015,1996-11-18,2018,Texas A&M,ARI
00-0034351,GoedDa00,Dallas Goedert,dallas goedert,TE,2013,1995-01-03,2018,South Dakota St.,PHI
00-0034353,MillAn02,Anthony Miller,anthony miller,WR,2012,1994-10-09,2018,Memphis,CHI
00-0034358,GuicDe00,Derrius Guice,derrius guice,RB,2015,1997-06-21,2018,LSU,WAS
00-0034676,WashJa00,James Washington,james washington,WR,2014,1996-04-02,2018,Oklahoma St.,PIT
00-0034777,CharDJ00,DJ Chark,dj chark,WR,2014,1996-09-23,2018,LSU,JAX
00-0034838,FreeRo00,Royce Freeman,royce freeman,RB,2014,1996-02-24,2018,Oregon,DEN
00-0034771,RudoMa00,Mason Rudolph,mason rudolph,QB,2014,1995-06-17,2018,Oklahoma St.,PIT
00-0034764,GallMi00,Michael Gallup,michael gallup,WR,2014,1996-03-04,2018,Colorado St.,DAL
00-0034753,AndrMa00,Mark Andrews,mark andrews,TE,2014,1995-09-06,2018,Oklahoma,BAL
00-0034765,SmitTr03,Tre'Quan Smith,tre quan smith,WR,2014,1996-01-07,2018,Central Florida,NOR
00-0034364,AkinJo00,Jordan Akins,jordan akins,TE,2010,1992-04-19,2018,Central Florida,HOU
00-0034365,ThomIa00,Ian Thomas,ian thomas,TE,2016,1996-06-06,2018,Indiana,CAR
00-0034366,CoutKe00,Keke Coutee,keke coutee,WR,2015,1997-01-14,2018,Texas Tech,HOU
00-0034367,HineNy00,Nyheim Hines,nyheim hines,RB,2015,1996-11-12,2018,North Carolina St.,IND
00-0034772,CallAn00,Antonio Callaway,antonio callaway,WR,2015,1997-01-09,2018,Florida,CLE
00-0034766,HernCh00,Chris Herndon,chris herndon,TE,2014,1996-02-23,2018,Miami (FL),NYJ
00-0034369,LaulKy00,Kyle Lauletta,kyle lauletta,QB,2013,1995-03-17,2018,Richmond,NYG
00-0034679,WaltMa00,Mark Walton,mark walton,RB,2015,1997-03-29,2018,Miami (FL),CIN
00-0034370,HamiDa01,DaeSean Hamilton,daesean hamilton,WR,2013,1995-03-10,2018,Penn St.,DEN
00-0034159,DissWi00,Will Dissly,will dissly,TE,2014,1996-07-08,2018,Washington,SEA
00-0034798,SmytDu00,Durham Smythe,durham smythe,TE,2013,1995-08-09,2018,Notre Dame,MIA
00-0034378,SmitIt00,Ito Smith,ito smith,RB,2014,1995-09-11,2018,Southern Miss,ATL
00-0034799,BallKa00,Kalen Ballage,kalen ballage,RB,2014,1995-12-22,2018,Arizona St.,MIA
00-0034267,ScotJa02,Jaleel Scott,jaleel scott,WR,2013,1995-02-23,2018,New Mexico St.,BAL
00-0034268,MoorJM00,J'Mon Moore,j mon moore,WR,2013,1995-05-23,2018,Missouri,GNB
00-0034681,EdmoCh00,Chase Edmonds,chase edmonds,RB,2014,1996-04-13,2018,Fordham,ARI
00-0034383,SchuDa00,Dalton Schultz,dalton schultz,TE,2014,1996-07-11,2018,Stanford,DAL
00-0034386,WatsJu01,Justin Watson,justin watson,WR,2014,1996-04-04,2018,Pennsylvania,TAM
00-0034393,FumaTr00,Troy Fumagalli,troy fumagalli,TE,2013,1995-02-17,2018,Wisconsin,DEN
00-0034270,ConkTy00,Tyler Conklin,tyler conklin,TE,2013,1995-07-30,2018,Central Michigan,MIN
00-0034395,FounDa00,Daurice Fountain,daurice fountain,WR,2014,1995-12-22,2018,Northern Iowa,IND
00-0034271,LaslJo00,Jordan Lasley,jordan lasley,WR,2014,1996-11-13,2018,UCLA,BAL
00-0034331,SamuJa00,Jaylen Samuels,jaylen samuels,TE,2014,1996-07-20,2018,North Carolina St.,PIT
00-0034400,WilkJo01,Jordan Wilkins,jordan wilkins,RB,2013,1994-07-18,2018,Mississippi,IND
00-0034401,WhitMi01,Mike White,mike white,QB,2013,1995-03-25,2018,Western Kentucky,DAL
00-0034272,ValdMa00,Marquez Valdes-Scantling,marquez valdes scantling,WR,2013,1994-10-10,2018,South Florida,GNB
00-0034273,RatlDa00,Damion Ratley,damion ratley,WR,2013,1995-04-16,2018,Texas A&M,CLE
00-0034808,KellJo00,John Kelly,john kelly,RB,2015,1996-10-04,2018,Tennessee,LAR
00-0034406,CainDe00,Deon Cain,deon cain,WR,2015,1996-08-09,2018,Clemson,IND
00-0034407,McClRa00,Ray-Ray McCloud,ray ray mccloud,WR,2015,1996-10-15,2018,Clemson,BUF
00-0034409,CantDy00,Dylan Cantrell,dylan cantrell,WR,2013,1994-06-29,2018,Texas Tech,LAC
00-0034411,GageRu00,Russell Gage,russell gage,WR,2014,1996-01-22,2018,LSU,ATL
00-0034278,SmitTr04,Tremon Smith,tremon smith,WR,2014,1996-07-20,2018,Central Arkansas,KAN
00-0034412,FalkLu00,Luke Falk,luke falk,QB,2012,1994-12-28,2018,Washington St.,TEN
00-0034414,ScotBo02,Boston Scott,boston scott,RB,2013,1995-04-27,2018,Louisiana Tech,NOR
00-0034416,LeexTa00,Tanner Lee,tanner lee,QB,2013,1995-02-14,2018,Nebraska,JAX
00-0034164,CannTr00,Trenton Cannon,trenton cannon,RB,2012,1994-07-23,2018,Virginia St.,NYJ
00-0034279,St.BEq00,Equanimeous St. Brown,equanimeous st brown,WR,2015,1996-09-30,2018,Notre Dame,GNB
00-0034418,WilsCe01,Cedrick Wilson Jr.,cedrick wilson,WR,2013,1995-11-20,2018,Boise St.,DAL
00-0034419,BerrBr00,Braxton Berrios,braxton berrios,WR,2014,1995-10-06,2018,Miami (FL),NWE
00-0034420,ThomJo05,Jordan Thomas,jordan thomas,TE,2015,1996-08-02,2018,Mississippi St.,HOU
00-0034423,EtliDa00,Danny Etling,danny etling,QB,2013,1994-07-22,2018,LSU,NWE
00-0034732,McGoAl00,Alex McGough,alex mcgough,QB,2014,1995-11-19,2018,Florida International,SEA
00-0034426,WimsJa00,Javon Wims,javon wims,WR,2013,1994-09-11,2018,Georgia,CHI
00-0034427,WillDa011,David Williams,david williams,RB,2013,1994-06-17,2018,Arkansas,DEN
00-0034747,AtemMa00,Marcell Ateman,marcell ateman,WR,2013,1994-09-16,2018,Oklahoma St.,OAK
00-0034432,ScarBo01,Bo Scarbrough,bo scarbrough,RB,2014,1996-09-29,2018,Alabama,DAL
00-0034433,BawdNi00,Nick Bawden,nick bawden,RB,2014,1996-06-22,2018,San Diego St.,DET
00-0034286,JameRi00,Richie James,richie james,WR,2014,1995-09-05,2018,Middle Tenn. St.,SFO
00-0034438,WoodLo00,Logan Woodside,logan woodside,QB,2013,1995-01-27,2018,Toledo,CIN
00-0034439,IzzoRy00,Ryan Izzo,ryan izzo,TE,2014,1995-12-21,2018,Florida St.,NWE
00-0034440,JackJu01,Justin Jackson,justin jackson,RB,2014,1996-04-22,2018,Northwestern,LAC
00-0034686,TateAu00,Auden Tate,auden tate,WR,2015,1997-02-03,2018,Florida St.,CIN
