gsis_id,player_name,position,draft_year,draft_team,sos_opp_win_pct,games_scheduled,off_pass_yards,off_rush_yards,off_pass_rate_proxy,team_opportunity_ppr,team_pos_carries,team_pos_targets,team_pos_receptions,team_pos_touches,incumbent_pos_ppr,incumbent_pos_ppr_sum,incumbent_pos_carries,incumbent_pos_targets,incumbent_pos_touches
00-0034343,Josh Rosen,QB,2018,ARI,0.5234375,16.0,2884.0,1342.0,0.5823529411764706,214.42000000000002,45.0,0.0,0.0,45.0,,,,,
00-0034827,D.J. Moore,WR,2018,CAR,0.50390625,16.0,4071.0,2136.0,0.575076608784474,249.4,9.0,155.0,87.0,96.0,39.7,72.6,4.0,26.0,19.0
00-0034830,Hayden Hurst,TE,2018,BAL,0.48828125,16.0,3708.0,2436.0,0.5040797824116047,215.7,2.0,134.0,104.0,106.0,50.3,78.5,2.0,37.0,28.0
00-0034837,Calvin Ridley,WR,2018,ATL,0.4765625,16.0,4949.0,1573.0,0.637396694214876,590.24,13.0,341.0,214.0,227.0,251.89999999999998,500.34000000000003,4.0,148.0,89.0
00-0034750,Rashaad Penny,RB,2018,SEA,0.48046875,16.0,3448.0,2560.0,0.44432882414151925,275.3,301.0,104.0,79.0,380.0,97.3,214.59999999999997,68.0,46.0,83.0
00-0034845,Sony Michel,RB,2018,NWE,0.4765625,16.0,4405.0,2037.0,0.5456273764258555,553.8,404.0,158.0,126.0,530.0,134.0,273.6,64.0,72.0,99.0
00-0034796,Lamar Jackson,QB,2018,BAL,0.48828125,16.0,3708.0,2436.0,0.5040797824116047,194.98,29.0,0.0,0.0,29.0,185.04,185.04,25.0,0.0,25.0
00-0034791,Nick Chubb,RB,2018,CLE,0.51171875,16.0,4261.0,1893.0,0.582741116751269,372.7,293.0,146.0,109.0,402.0,216.1,216.1,82.0,93.0,156.0
00-0034816,Ronald Jones II,RB,2018,TAM,0.51953125,16.0,5358.0,1523.0,0.616370808678501,281.9,331.0,95.0,69.0,400.0,85.7,205.9,108.0,47.0,124.0
00-0034348,Courtland Sutton,WR,2018,DEN,0.51953125,16.0,3930.0,1907.0,0.599388379204893,498.6,1.0,353.0,195.0,196.0,114.5,141.7,0.0,92.0,47.0
00-0034829,Mike Gesicki,TE,2018,MIA,0.46484375,16.0,3309.0,1738.0,0.5508474576271186,133.9,5.0,90.0,56.0,61.0,4.0,7.4,5.0,9.0,6.0
00-0034349,Kerryon Johnson,RB,2018,DET,0.49609375,16.0,3844.0,1660.0,0.5869120654396728,326.7,325.0,111.0,82.0,407.0,154.0,162.6,84.0,71.0,137.0
00-0034860,Dante Pettis,WR,2018,SFO,0.5,16.0,4247.0,1902.0,0.5570680628272251,481.4,4.0,331.0,182.0,186.0,168.6,398.3,4.0,105.0,60.0
00-0034775,Christian Kirk,WR,2018,ARI,0.5234375,16.0,2884.0,1342.0,0.5823529411764706,550.94,6.0,362.0,198.0,204.0,261.44,366.34,3.0,161.0,109.0
00-0034351,Dallas Goedert,TE,2018,PHI,0.515625,16.0,4524.0,1570.0,0.600802407221665,314.2,0.0,165.0,110.0,110.0,202.4,202.4,0.0,110.0,74.0
00-0034353,Anthony Miller,WR,2018,CHI,0.421875,16.0,3747.0,1938.0,0.5224489795918368,326.1,1.0,237.0,133.0,134.0,68.2,77.3,1.0,46.0,25.0
00-0034358,Derrius Guice,RB,2018,WAS,0.484375,16.0,3287.0,1774.0,0.551462621885157,367.0,342.0,111.0,86.0,428.0,155.4,324.90000000000003,175.0,54.0,197.0
00-0034676,James Washington,WR,2018,PIT,0.5,16.0,5174.0,1445.0,0.6663442940038685,707.6,8.0,375.0,233.0,241.0,310.3,575.0999999999999,2.0,163.0,101.0
00-0034777,DJ Chark,WR,2018,JAX,0.546875,16.0,3431.0,1723.0,0.5630252100840336,499.30000000000007,1.0,306.0,177.0,178.0,147.9,379.30000000000007,1.0,96.0,57.0
00-0034838,Royce Freeman,RB,2018,DEN,0.51953125,16.0,3930.0,1907.0,0.599388379204893,361.6,406.0,114.0,87.0,493.0,91.4,106.10000000000001,79.0,38.0,109.0
00-0034771,Mason Rudolph,QB,2018,PIT,0.5,16.0,5174.0,1445.0,0.6663442940038685,269.62,36.0,0.0,0.0,36.0,261.06,261.06,28.0,0.0,28.0
00-0034764,Michael Gallup,WR,2018,DAL,0.48828125,16.0,3885.0,1963.0,0.5455486542443064,477.7,7.0,312.0,183.0,190.0,111.3,210.0,2.0,78.0,55.0
00-0034753,Mark Andrews,TE,2018,BAL,0.48828125,16.0,3708.0,2436.0,0.5040797824116047,215.7,2.0,134.0,104.0,106.0,50.3,78.5,2.0,37.0,28.0
00-0034765,Tre'Quan Smith,WR,2018,NOR,0.4765625,16.0,4174.0,2025.0,0.5242424242424243,537.7,12.0,287.0,198.0,210.0,258.5,520.5,10.0,149.0,104.0
00-0034364,Jordan Akins,TE,2018,HOU,0.46875,16.0,4165.0,2021.0,0.5173824130879345,130.0,0.0,101.0,53.0,53.0,36.8,36.8,0.0,26.0,13.0
00-0034365,Ian Thomas,TE,2018,CAR,0.50390625,16.0,4071.0,2136.0,0.575076608784474,320.5,0.0,201.0,112.0,112.0,195.0,240.8,0.0,111.0,63.0
00-0034366,Keke Coutee,WR,2018,HOU,0.46875,16.0,4165.0,2021.0,0.5173824130879345,558.6,6.0,329.0,179.0,185.0,309.8,436.4,2.0,174.0,96.0
00-0034367,Nyheim Hines,RB,2018,IND,0.46484375,16.0,4595.0,1718.0,0.6121673003802282,309.3,383.0,86.0,62.0,445.0,103.30000000000001,129.20000000000002,93.0,33.0,114.0
00-0034772,Antonio Callaway,WR,2018,CLE,0.51171875,16.0,4261.0,1893.0,0.582741116751269,355.1,2.0,297.0,134.0,136.0,68.6,131.3,1.0,61.0,28.0
00-0034766,Chris Herndon,TE,2018,NYJ,0.5,16.0,3404.0,1619.0,0.5616291532690246,151.8,0.0,102.0,68.0,68.0,26.1,40.300000000000004,0.0,11.0,8.0
00-0034369,Kyle Lauletta,QB,2018,NYG,0.52734375,16.0,4405.0,1650.0,0.6221985058697972,197.0,16.0,0.0,0.0,16.0,187.32,187.32,12.0,0.0,12.0
00-0034679,Mark Walton,RB,2018,CIN,0.52734375,16.0,3569.0,1682.0,0.6015538290788013,318.70000000000005,331.0,100.0,79.0,410.0,150.9,292.20000000000005,178.0,60.0,208.0
00-0034370,DaeSean Hamilton,WR,2018,DEN,0.51953125,16.0,3930.0,1907.0,0.599388379204893,498.6,1.0,353.0,195.0,196.0,114.5,141.7,0.0,92.0,47.0
00-0034159,Will Dissly,TE,2018,SEA,0.48046875,16.0,3448.0,2560.0,0.44432882414151925,255.7,0.0,133.0,84.0,84.0,30.4,30.4,0.0,15.0,12.0
00-0034798,Durham Smythe,TE,2018,MIA,0.46484375,16.0,3309.0,1738.0,0.5508474576271186,133.9,5.0,90.0,56.0,61.0,4.0,7.4,5.0,9.0,6.0
00-0034378,Ito Smith,RB,2018,ATL,0.4765625,16.0,4949.0,1573.0,0.637396694214876,388.0,384.0,96.0,68.0,452.0,200.2,367.9,196.0,47.0,232.0
00-0034799,Kalen Ballage,RB,2018,MIA,0.46484375,16.0,3309.0,1738.0,0.5508474576271186,277.1,325.0,100.0,70.0,395.0,142.3,146.60000000000002,133.0,48.0,165.0
00-0034267,Jaleel Scott,WR,2018,BAL,0.48828125,16.0,3708.0,2436.0,0.5040797824116047,401.3,10.0,277.0,146.0,156.0,59.900000000000006,59.900000000000006,2.0,38.0,20.0
00-0034268,J'Mon Moore,WR,2018,GNB,0.484375,16.0,4629.0,1667.0,0.65775950668037,681.6,82.0,393.0,250.0,332.0,222.5,441.5,9.0,117.0,75.0
00-0034681,Chase Edmonds,RB,2018,ARI,0.5234375,16.0,2884.0,1342.0,0.5823529411764706,308.20000000000005,358.0,130.0,84.0,442.0,32.2,45.2,11.0,28.0,23.0
00-0034383,Dalton Schultz,TE,2018,DAL,0.48828125,16.0,3885.0,1963.0,0.5455486542443064,170.3,0.0,98.0,69.0,69.0,4.5,4.5,0.0,2.0,2.0
00-0034386,Justin Watson,WR,2018,TAM,0.51953125,16.0,5358.0,1523.0,0.616370808678501,592.9,10.0,373.0,224.0,234.0,203.1,592.9000000000001,3.0,136.0,71.0
00-0034393,Troy Fumagalli,TE,2018,DEN,0.51953125,16.0,3930.0,1907.0,0.599388379204893,143.7,0.0,84.0,50.0,50.0,35.2,53.2,0.0,18.0,9.0
00-0034270,Tyler Conklin,TE,2018,MIN,0.5,16.0,4298.0,1493.0,0.6292834890965732,190.6,0.0,97.0,70.0,70.0,158.2,183.7,0.0,81.0,57.0
00-0034395,Daurice Fountain,WR,2018,IND,0.46484375,16.0,4595.0,1718.0,0.6121673003802282,347.2,3.0,243.0,125.0,128.0,175.6,234.89999999999998,3.0,109.0,57.0
00-0034271,Jordan Lasley,WR,2018,BAL,0.48828125,16.0,3708.0,2436.0,0.5040797824116047,401.3,10.0,277.0,146.0,156.0,59.900000000000006,59.900000000000006,2.0,38.0,20.0
00-0034331,Jaylen Samuels,TE,2018,PIT,0.5,16.0,5174.0,1445.0,0.6663442940038685,151.2,0.0,96.0,62.0,62.0,98.2,151.2,0.0,63.0,43.0
00-0034400,Jordan Wilkins,RB,2018,IND,0.46484375,16.0,4595.0,1718.0,0.6121673003802282,309.3,383.0,86.0,62.0,445.0,103.30000000000001,129.20000000000002,93.0,33.0,114.0
00-0034401,Mike White,QB,2018,DAL,0.48828125,16.0,3885.0,1963.0,0.5455486542443064,262.04,59.0,0.0,0.0,59.0,260.66,262.04,57.0,0.0,57.0
00-0034272,Marquez Valdes-Scantling,WR,2018,GNB,0.484375,16.0,4629.0,1667.0,0.65775950668037,681.6,82.0,393.0,250.0,332.0,222.5,441.5,9.0,117.0,75.0
00-0034273,Damion Ratley,WR,2018,CLE,0.51171875,16.0,4261.0,1893.0,0.582741116751269,355.1,2.0,297.0,134.0,136.0,68.6,131.3,1.0,61.0,28.0
00-0034808,John Kelly,RB,2018,LAR,0.4765625,16.0,4730.0,2231.0,0.5530671859785784,448.50000000000006,354.0,101.0,74.0,428.0,385.3,436.3,279.0,87.0,343.0
00-0034406,Deon Cain,WR,2018,IND,0.46484375,16.0,4595.0,1718.0,0.6121673003802282,347.2,3.0,243.0,125.0,128.0,175.6,234.89999999999998,3.0,109.0,57.0
00-0034407,Ray-Ray McCloud,WR,2018,BUF,0.51953125,16.0,3052.0,1984.0,0.515527950310559,253.60000000000002,3.0,193.0,89.0,92.0,75.5,146.10000000000002,2.0,74.0,29.0
00-0034409,Dylan Cantrell,WR,2018,LAC,0.47265625,16.0,4316.0,1873.0,0.562019758507135,569.7,15.0,320.0,192.0,207.0,278.2,566.8,13.0,159.0,104.0
00-0034411,Russell Gage,WR,2018,ATL,0.4765625,16.0,4949.0,1573.0,0.637396694214876,590.24,13.0,341.0,214.0,227.0,251.89999999999998,500.34000000000003,4.0,148.0,89.0
00-0034278,Tremon Smith,WR,2018,KAN,0.4765625,16.0,5126.0,1855.0,0.6010309278350515,476.40000000000003,21.0,242.0,165.0,186.0,245.20000000000002,356.6,17.0,105.0,92.0
00-0034412,Luke Falk,QB,2018,TEN,0.51953125,16.0,3255.0,2023.0,0.4904601571268238,212.95999999999998,60.0,0.0,0.0,60.0,210.48,210.48,60.0,0.0,60.0
00-0034414,Boston Scott,RB,2018,NOR,0.4765625,16.0,4174.0,2025.0,0.5242424242424243,631.5,394.0,179.0,143.0,537.0,320.4,610.0,230.0,100.0,288.0
00-0034416,Tanner Lee,QB,2018,JAX,0.546875,16.0,3431.0,1723.0,0.5630252100840336,249.18,62.0,0.0,0.0,62.0,249.68,249.68,57.0,0.0,57.0
00-0034164,Trenton Cannon,RB,2018,NYJ,0.5,16.0,3404.0,1619.0,0.5616291532690246,358.1,372.0,114.0,86.0,458.0,145.2,231.8,178.0,33.0,201.0
00-0034279,Equanimeous St. Brown,WR,2018,GNB,0.484375,16.0,4629.0,1667.0,0.65775950668037,681.6,82.0,393.0,250.0,332.0,222.5,441.5,9.0,117.0,75.0
00-0034418,Cedrick Wilson Jr.,WR,2018,DAL,0.48828125,16.0,3885.0,1963.0,0.5455486542443064,477.7,7.0,312.0,183.0,190.0,111.3,210.0,2.0,78.0,55.0
00-0034419,Braxton Berrios,WR,2018,NWE,0.4765625,16.0,4405.0,2037.0,0.5456273764258555,506.1,13.0,282.0,174.0,187.0,109.6,146.0,3.0,59.0,37.0
00-0034420,Jordan Thomas,TE,2018,HOU,0.46875,16.0,4165.0,2021.0,0.5173824130879345,130.0,0.0,101.0,53.0,53.0,36.8,36.8,0.0,26.0,13.0
00-0034423,Danny Etling,QB,2018,NWE,0.4765625,16.0,4405.0,2037.0,0.5456273764258555,297.26,29.0,0.0,0.0,29.0,295.88,297.26,25.0,0.0,25.0
00-0034732,Alex McGough,QB,2018,SEA,0.48046875,16.0,3448.0,2560.0,0.44432882414151925,347.82,96.0,0.0,0.0,96.0,347.92,347.92,95.0,0.0,95.0
00-0034426,Javon Wims,WR,2018,CHI,0.421875,16.0,3747.0,1938.0,0.5224489795918368,326.1,1.0,237.0,133.0,134.0,68.2,77.3,1.0,46.0,25.0
00-0034427,David Williams,RB,2018,DEN,0.51953125,16.0,3930.0,1907.0,0.599388379204893,361.6,406.0,114.0,87.0,493.0,91.4,106.10000000000001,79.0,38.0,109.0
00-0034747,Marcell Ateman,WR,2018,OAK,0.54296875,16.0,4057.0,1628.0,0.5896076352067868,465.5,1.0,281.0,158.0,159.0,90.5,135.3,0.0,65.0,43.0
00-0034432,Bo Scarbrough,RB,2018,DAL,0.48828125,16.0,3885.0,1963.0,0.5455486542443064,375.2,413.0,75.0,57.0,470.0,203.2,295.6,242.0,38.0,268.0
00-0034433,Nick Bawden,RB,2018,DET,0.49609375,16.0,3844.0,1660.0,0.5869120654396728,326.7,325.0,111.0,82.0,407.0,154.0,162.6,84.0,71.0,137.0
00-0034286,Richie James,WR,2018,SFO,0.5,16.0,4247.0,1902.0,0.5570680628272251,481.4,4.0,331.0,182.0,186.0,168.6,398.3,4.0,105.0,60.0
00-0034438,Logan Woodside,QB,2018,CIN,0.52734375,16.0,3569.0,1682.0,0.6015538290788013,213.33999999999997,38.0,0.0,0.0,38.0,210.7,210.7,38.0,0.0,38.0
00-0034439,Ryan Izzo,TE,2018,NWE,0.4765625,16.0,4405.0,2037.0,0.5456273764258555,272.0,1.0,144.0,89.0,90.0,227.4,260.7,1.0,105.0,69.0
00-0034440,Justin Jackson,RB,2018,LAC,0.47265625,16.0,4316.0,1873.0,0.562019758507135,422.29999999999995,381.0,132.0,93.0,474.0,288.09999999999997,402.9,284.0,83.0,342.0
00-0034686,Auden Tate,WR,2018,CIN,0.52734375,16.0,3569.0,1682.0,0.6015538290788013,463.40000000000003,8.0,303.0,167.0,175.0,226.8,338.6,5.0,143.0,75.0
00-0034442,Austin Proehl,WR,2018,BUF,0.51953125,16.0,3052.0,1984.0,0.515527950310559,253.60000000000002,3.0,193.0,89.0,92.0,75.5,146.10000000000002,2.0,74.0,29.0
00-0034339,Trey Quinn,WR,2018,WAS,0.484375,16.0,3287.0,1774.0,0.551462621885157,492.19999999999993,8.0,297.0,176.0,184.0,166.29999999999998,315.9,7.0,103.0,73.0
00-0035228,Kyler Murray,QB,2019,ARI,0.52734375,16.0,3827.0,1954.0,0.584305408271474,136.57999999999998,25.0,0.0,0.0,25.0,,,,,
00-0035710,Daniel Jones,QB,2019,NYG,0.46875,16.0,4070.0,1685.0,0.6264189886480909,237.76,16.0,0.0,0.0,16.0,239.95999999999998,239.95999999999998,15.0,0.0,15.0
00-0035229,T.J. Hockenson,TE,2019,DET,0.50390625,16.0,4187.0,1649.0,0.5838445807770961,115.1,0.0,67.0,45.0,45.0,,,,,
00-0035232,Dwayne Haskins,QB,2019,WAS,0.5,16.0,3205.0,1583.0,0.5736526946107784,215.1,75.0,0.0,0.0,75.0,138.0,165.18,41.0,0.0,41.0
00-0035644,Noah Fant,TE,2019,DEN,0.5078125,16.0,3401.0,1662.0,0.552026286966046,150.89999999999998,0.0,108.0,68.0,68.0,71.1,87.6,0.0,48.0,31.0
00-0035700,Josh Jacobs,RB,2019,OAK,0.48046875,16.0,4110.0,1893.0,0.5447916666666667,374.2,348.0,133.0,107.0,455.0,156.6,287.9,172.0,81.0,190.0
00-0035662,Marquise Brown,WR,2019,BAL,0.4921875,16.0,3350.0,3287.0,0.4247104247104247,484.0,24.0,335.0,188.0,212.0,134.4,180.7,5.0,95.0,63.0
00-0035624,N'Keal Harry,WR,2019,NWE,0.46875,16.0,4153.0,1703.0,0.5810684161199625,525.52,13.0,274.0,181.0,194.0,207.42000000000002,289.32000000000005,9.0,108.0,83.0
00-0035719,Deebo Samuel,WR,2019,SFO,0.5,16.0,4029.0,2305.0,0.48975409836065575,455.7,5.0,260.0,152.0,157.0,114.7,395.1,4.0,67.0,42.0
00-0035704,Drew Lock,QB,2019,DEN,0.5078125,16.0,3401.0,1662.0,0.552026286966046,214.8,27.0,0.0,0.0,27.0,,,,,
00-0034970,Irv Smith Jr.,TE,2019,MIN,0.47265625,16.0,3729.0,2133.0,0.49469214437367304,172.70000000000002,0.0,95.0,74.0,74.0,151.4,172.7,0.0,82.0,64.0
00-0035676,A.J. Brown,WR,2019,TEN,0.48828125,16.0,3956.0,2223.0,0.5016797312430011,390.94,9.0,249.0,150.0,159.0,183.6,299.24,6.0,112.0,71.0
00-0035631,Drew Sample,TE,2019,CIN,0.55078125,16.0,3994.0,1517.0,0.6153846153846154,167.8,0.0,100.0,67.0,67.0,104.9,149.5,0.0,64.0,43.0
00-0035243,Miles Sanders,RB,2019,PHI,0.453125,16.0,4063.0,1939.0,0.5745079662605436,384.8,349.0,102.0,77.0,426.0,81.10000000000001,185.5,68.0,25.0,90.0
00-0035140,Mecole Hardman,WR,2019,KAN,0.5078125,16.0,4690.0,1569.0,0.6056782334384858,637.3,28.0,292.0,188.0,216.0,334.0,528.8000000000001,22.0,137.0,109.0
00-0035246,JJ Arcega-Whiteside,WR,2019,PHI,0.453125,16.0,4063.0,1939.0,0.5745079662605436,436.90000000000003,4.0,248.0,168.0,172.0,185.3,356.50000000000006,3.0,97.0,67.0
00-0035639,Parris Campbell,WR,2019,IND,0.4921875,16.0,3314.0,2130.0,0.5213414634146342,595.7,4.0,337.0,225.0,229.0,239.0,521.3,2.0,120.0,76.0
00-0035527,Andy Isabella,WR,2019,ARI,0.52734375,16.0,3827.0,1954.0,0.584305408271474,416.28,8.0,279.0,158.0,166.0,185.68,355.18,3.0,112.0,69.0
00-0035640,D.K. Metcalf,WR,2019,SEA,0.52734375,16.0,4110.0,2200.0,0.5180360721442886,560.4,14.0,241.0,160.0,174.0,222.4,388.0,13.0,70.0,70.0
00-0035216,Diontae Johnson,WR,2019,PIT,0.5,16.0,3214.0,1447.0,0.56353591160221,761.5,9.0,445.0,283.0,292.0,296.9,431.49999999999994,6.0,166.0,112.0
00-0034971,Jalen Hurd,WR,2019,SFO,0.5,16.0,4029.0,2305.0,0.48975409836065575,455.7,5.0,260.0,152.0,157.0,114.7,395.1,4.0,67.0,42.0
00-0035249,Josh Oliver,TE,2019,JAX,0.484375,16.0,4023.0,1708.0,0.6022494887525562,117.7,1.0,89.0,59.0,60.0,45.4,45.4,0.0,38.0,24.0
00-0035664,Darrell Henderson,RB,2019,LAR,0.53125,16.0,4669.0,1499.0,0.611810261374637,473.1,371.0,97.0,70.0,441.0,372.1,423.6,256.0,81.0,315.0
00-0035685,David Montgomery,RB,2019,CHI,0.50390625,16.0,3573.0,1458.0,0.5948717948717949,442.84000000000003,369.0,131.0,101.0,470.0,233.94,233.94,99.0,91.0,170.0
00-0035250,Devin Singletary,RB,2019,BUF,0.4609375,16.0,3476.0,2054.0,0.5245398773006135,262.9,350.0,96.0,63.0,413.0,38.6,48.7,52.0,19.0,63.0
00-0035671,Jace Sternberger,TE,2019,GNB,0.44921875,16.0,4017.0,1795.0,0.5823170731707317,197.2,0.0,124.0,81.0,81.0,130.6,155.2,0.0,89.0,55.0
00-0035659,Terry McLaurin,WR,2019,WAS,0.5,16.0,3205.0,1583.0,0.5736526946107784,368.90000000000003,10.0,250.0,145.0,155.0,59.1,89.5,2.0,35.0,22.0
00-0035660,Kahale Warring,TE,2019,HOU,0.51953125,16.0,4083.0,2009.0,0.5516528925619835,159.5,0.0,95.0,61.0,61.0,65.5,105.0,0.0,27.0,20.0
00-0035657,Damien Harris,RB,2019,NWE,0.46875,16.0,4153.0,1703.0,0.5810684161199625,618.0,431.0,200.0,142.0,573.0,276.6,508.30000000000007,209.0,123.0,216.0
00-0035703,Miles Boykin,WR,2019,BAL,0.4921875,16.0,3350.0,3287.0,0.4247104247104247,484.0,24.0,335.0,188.0,212.0,134.4,180.7,5.0,95.0,63.0
00-0035689,Dawson Knox,TE,2019,BUF,0.4609375,16.0,3476.0,2054.0,0.5245398773006135,109.1,0.0,89.0,56.0,56.0,49.9,49.9,0.0,35.0,22.0
00-0035251,Will Grier,QB,2019,CAR,0.546875,16.0,4134.0,1819.0,0.6211972522080471,324.64000000000004,111.0,0.0,0.0,111.0,282.6,323.04,101.0,0.0,101.0
00-0034972,Alexander Mattison,RB,2019,MIN,0.47265625,16.0,3729.0,2133.0,0.49469214437367304,320.1,298.0,99.0,78.0,376.0,152.0,181.10000000000002,133.0,49.0,173.0
00-0035529,Hakeem Butler,WR,2019,ARI,0.52734375,16.0,3827.0,1954.0,0.584305408271474,416.28,8.0,279.0,158.0,166.0,185.68,355.18,3.0,112.0,69.0
00-0035652,Ryan Finley,QB,2019,CIN,0.55078125,16.0,3994.0,1517.0,0.6153846153846154,259.65999999999997,41.0,0.0,0.0,41.0,174.54,174.54,16.0,0.0,16.0
00-0035256,Bryce Love,RB,2019,WAS,0.5,16.0,3205.0,1583.0,0.5736526946107784,353.3,329.0,109.0,81.0,410.0,189.0,280.6,251.0,55.0,271.0
00-0034975,Justice Hill,RB,2019,BAL,0.4921875,16.0,3350.0,3287.0,0.4247104247104247,350.5,353.0,75.0,60.0,413.0,89.8,89.8,137.0,2.0,139.0
00-0035589,Gary Jennings Jr,WR,2019,SEA,0.52734375,16.0,4110.0,2200.0,0.5180360721442886,560.4,14.0,241.0,160.0,174.0,222.4,388.0,13.0,70.0,70.0
00-0035259,Trevon Wesco,TE,2019,NYJ,0.47265625,16.0,3443.0,1257.0,0.5763274336283186,170.5,0.0,103.0,67.0,67.0,113.2,113.2,0.0,56.0,39.0
00-0035217,Benny Snell Jr.,RB,2019,PIT,0.5,16.0,3214.0,1447.0,0.56353591160221,392.5,301.0,110.0,88.0,389.0,280.0,377.7,215.0,71.0,270.0
00-0035590,Riley Ridley,WR,2019,CHI,0.50390625,16.0,3573.0,1458.0,0.5948717948717949,479.52,16.0,279.0,177.0,193.0,153.3,432.62000000000006,9.0,94.0,76.0
00-0035261,Tony Pollard,RB,2019,DAL,0.4765625,16.0,4902.0,2153.0,0.5707456978967496,367.70000000000005,354.0,112.0,88.0,442.0,329.1,332.40000000000003,304.0,95.0,381.0
00-0035264,Jarrett Stidham,QB,2019,NWE,0.46875,16.0,4153.0,1703.0,0.5810684161199625,280.78000000000003,34.0,1.0,1.0,35.0,281.3,281.3,23.0,1.0,24.0
00-0034981,Foster Moreau,TE,2019,OAK,0.48046875,16.0,4110.0,1893.0,0.5447916666666667,264.2,1.0,130.0,91.0,92.0,19.700000000000003,35.300000000000004,1.0,12.0,7.0
00-0035268,Ryquell Armstead,RB,2019,JAX,0.484375,16.0,4023.0,1708.0,0.6022494887525562,353.1,329.0,135.0,98.0,427.0,120.4,120.4,133.0,26.0,155.0
00-0035222,Zach Gentry,TE,2019,PIT,0.5,16.0,3214.0,1447.0,0.56353591160221,231.89999999999998,0.0,119.0,86.0,86.0,133.0,147.6,0.0,72.0,50.0
00-0034983,Hunter Renfrow,WR,2019,OAK,0.48046875,16.0,4110.0,1893.0,0.5447916666666667,459.3,10.0,266.0,183.0,193.0,36.4,53.599999999999994,2.0,31.0,15.0
00-0035273,Qadree Ollison,RB,2019,ATL,0.54296875,16.0,5049.0,1361.0,0.6539196940726577,327.6,300.0,89.0,68.0,368.0,97.7,127.4,90.0,32.0,117.0
00-0035275,Jordan Scarlett,RB,2019,CAR,0.546875,16.0,4134.0,1819.0,0.6211972522080471,442.2,282.0,134.0,114.0,396.0,385.5,417.9,219.0,124.0,326.0
00-0035282,Easton Stick,QB,2019,LAC,0.51171875,16.0,4648.0,1453.0,0.6199376947040498,283.53999999999996,26.0,0.0,0.0,26.0,285.02,285.02,18.0,0.0,18.0
00-0035283,Clayton Thorson,QB,2019,PHI,0.453125,16.0,4063.0,1939.0,0.5745079662605436,275.06,45.0,2.0,2.0,47.0,193.66,198.34,34.0,1.0,35.0
00-0035535,Darius Slayton,WR,2019,NYG,0.46875,16.0,4070.0,1685.0,0.6264189886480909,554.14,9.0,309.0,189.0,198.0,182.5,313.8,3.0,107.0,69.0
00-0035287,KeeSean Johnson,WR,2019,ARI,0.52734375,16.0,3827.0,1954.0,0.584305408271474,416.28,8.0,279.0,158.0,166.0,185.68,355.18,3.0,112.0,69.0
00-0034988,Kaden Smith,TE,2019,SFO,0.5,16.0,4029.0,2305.0,0.48975409836065575,288.09999999999997,1.0,147.0,95.0,96.0,258.7,288.09999999999997,1.0,136.0,89.0
00-0035289,Gardner Minshew II,QB,2019,JAX,0.484375,16.0,4023.0,1708.0,0.6022494887525562,211.88,77.0,0.0,0.0,77.0,,,,,
00-0035291,Trayveon Williams,RB,2019,CIN,0.55078125,16.0,3994.0,1517.0,0.6153846153846154,351.8,307.0,111.0,83.0,390.0,243.4,339.3,237.0,55.0,280.0
00-0035592,Travis Fulgham,WR,2019,DET,0.50390625,16.0,4187.0,1649.0,0.5838445807770961,578.2,7.0,349.0,213.0,220.0,207.1,324.6,1.0,119.0,71.0
00-0035537,Ty Johnson,RB,2019,DET,0.50390625,16.0,4187.0,1649.0,0.5838445807770961,403.4,368.0,140.0,112.0,480.0,139.4,139.4,118.0,39.0,150.0
00-0035593,Juwann Winfree,WR,2019,DEN,0.5078125,16.0,3401.0,1662.0,0.552026286966046,562.12,8.0,328.0,204.0,212.0,136.3,262.8,3.0,84.0,43.0
00-0034995,Dexter Williams,RB,2019,GNB,0.44921875,16.0,4017.0,1795.0,0.5823170731707317,291.5,255.0,83.0,57.0,312.0,171.4,287.0,133.0,41.0,159.0
00-0035146,Trace McSorley,QB,2019,BAL,0.4921875,16.0,3350.0,3287.0,0.4247104247104247,295.48,166.0,2.0,0.0,166.0,157.54,158.38,147.0,2.0,147.0
00-0035296,Marcus Green,WR,2019,ATL,0.54296875,16.0,5049.0,1361.0,0.6539196940726577,797.6,17.0,407.0,273.0,290.0,325.9,584.3,6.0,170.0,115.0
00-0035594,Travis Homer,RB,2019,SEA,0.52734375,16.0,4110.0,2200.0,0.5180360721442886,420.1,451.0,85.0,68.0,519.0,201.4,276.70000000000005,247.0,24.0,267.0
00-0035297,Kelvin Harmon,WR,2019,WAS,0.5,16.0,3205.0,1583.0,0.5736526946107784,368.90000000000003,10.0,250.0,145.0,155.0,59.1,89.5,2.0,35.0,22.0
00-0035298,Scott Miller,WR,2019,TAM,0.49609375,16.0,5127.0,1521.0,0.6063522617901829,820.3,8.0,421.0,267.0,275.0,284.4,471.09999999999997,0.0,138.0,86.0
00-0035299,Rodney Anderson,RB,2019,CIN,0.55078125,16.0,3994.0,1517.0,0.6153846153846154,351.8,307.0,111.0,83.0,390.0,243.4,339.3,237.0,55.0,280.0
00-0035148,Darwin Thompson,RB,2019,KAN,0.5078125,16.0,4690.0,1569.0,0.6056782334384858,459.3,298.0,97.0,82.0,380.0,98.6,217.49999999999997,51.0,24.0,73.0
