season,overall_pick,round,round_pick,team_id,espn_player_id,gsis_id,player_name,position,pro_team,is_keeper,bid_amount
2018,28,3,8,8,16790,00-0031382,Jarvis Landry,WR,CLE,False,0
2018,29,3,9,9,3117251,00-0033280,Christian McCaffrey,RB,CAR,False,0
2018,30,3,10,6,16944,00-0031285,Devonta Freeman,RB,ATL,False,0
2018,31,4,1,6,16737,00-0031408,Mike Evans,WR,TB,False,0
2018,32,4,2,9,16460,00-0030035,Adam Thielen,WR,MIN,False,0
2018,33,4,3,8,5526,00-0022803,Eli Manning,QB,NYG,False,0
2018,34,4,4,4,3116406,00-0033040,Tyreek Hill,WR,KC,False,0
2018,35,4,5,7,5528,00-0022921,Larry Fitzgerald,WR,ARI,False,0
2018,36,4,6,2,13216,00-0027874,Demaryius Thomas,WR,HOU,False,0
2018,37,4,7,3,12514,00-0027029,LeSean McCoy,RB,BUF,False,0
2018,38,4,8,1,2976212,00-0031588,Stefon Diggs,WR,MIN,False,0
2018,39,4,9,5,13217,00-0027891,Golden Tate,WR,PHI,False,0
2018,40,4,10,10,2976499,00-0031544,Amari Cooper,WR,DAL,False,0
2018,41,5,1,10,3116385,00-0033897,Joe Mixon,RB,CIN,False,0
2018,42,5,2,5,15847,00-0030506,Travis Kelce,TE,KC,False,0
2018,43,5,3,1,14924,00-0029608,T.Y. Hilton,WR,IND,False,0
2018,44,5,4,3,15835,00-0030061,Zach Ertz,TE,PHI,False,0
2018,45,5,5,2,14221,00-0028434,Doug Baldwin,WR,SEA,False,0
2018,46,5,6,7,3122672,00-0034838,Royce Freeman,RB,DEN,False,0
2018,47,5,7,4,3122840,00-0033537,Deshaun Watson,QB,HOU,False,0
2018,48,5,8,8,10456,00-0025399,Marshawn Lynch,RB,LV,False,0
2018,49,5,9,9,16731,00-0031236,Brandin Cooks,WR,LA,False,0
2018,50,5,10,6,2979843,00-0033118,Kenyan Drake,RB,MIA,False,0
2018,51,6,1,6,16799,00-0031428,Allen Robinson,WR,CHI,False,0
2018,52,6,2,9,15072,00-0029293,Marvin Jones Jr.,WR,DET,False,0
2018,53,6,3,8,9761,00-0024389,Delanie Walker,TE,TEN,False,0
2018,54,6,4,4,15880,00-0030431,Robert Woods,WR,LA,False,0
