gsis_id,player_name,position,draft_year,first_stat_season,ppr_y1,ppr_y2,ppr_y3,dynasty_seasons_complete,dynasty_ppr_y1_y3_total,dynasty_ppr_y1_y3_avg_season,dynasty_ppr_y1_y3_avg_game,y1_rank_pct_pos,y2_rank_pct_pos,y3_rank_pct_pos,y3_vs_y1_delta,y3_vs_y2_delta,slow_start,strong_y3,late_bloomer_y3,slow_y1_y2_strong_y3,trajectory_archetype
00-0036412,KJ Hamler,WR,2020,2020.0,90.10000000000001,12.399999999999999,25.8,1,128.3,42.76666666666667,6.10952380952381,54.166666666666664,8.333333333333332,25.0,-64.30000000000001,13.400000000000002,False,False,False,False,early_peak
00-0036326,Chase Claypool,WR,2020,2020.0,214.9,166.6,105.03999999999999,1,486.53999999999996,162.17999999999998,10.57695652173913,91.66666666666666,70.83333333333334,58.333333333333336,-109.86000000000001,-61.56,False,False,False,False,early_peak
00-0036414,Cam Akers,RB,2020,2020.0,101.8,4.3,141.3,1,247.4,82.46666666666667,9.162962962962963,66.66666666666666,25.0,66.66666666666666,39.500000000000014,137.0,False,False,False,False,steady
00-0036389,Jalen Hurts,QB,2020,2020.0,109.14,312.16,378.04,1,799.34,266.44666666666666,18.166818181818183,40.0,60.0,100.0,268.90000000000003,65.88,False,True,False,False,steady
00-0036158,J.K. Dobbins,RB,2020,2020.0,168.5,,81.2,0,,,,,,,-87.3,,False,False,False,False,limited_sample
00-0036415,Van Jefferson,WR,2020,2020.0,46.9,168.20000000000002,78.9,1,294.0,98.0,7.35,25.0,75.0,45.83333333333333,32.00000000000001,-89.30000000000001,True,False,False,False,steady
00-0036255,Denzel Mims,WR,2020,2020.0,60.699999999999996,21.3,29.6,1,111.6,37.199999999999996,3.9857142857142853,37.5,12.5,33.33333333333333,-31.099999999999994,8.3,False,False,False,False,steady
00-0036265,AJ Dillon,RB,2020,2020.0,40.3,185.6,167.6,1,393.5,131.16666666666666,9.151162790697674,33.33333333333333,75.0,91.66666666666666,127.3,-18.0,False,True,False,False,steady
00-0036328,Antonio Gibson,RB,2020,2020.0,202.2,229.1,165.9,1,597.1999999999999,199.06666666666663,13.271111111111109,91.66666666666666,91.66666666666666,83.33333333333334,-36.29999999999998,-63.19999999999999,False,True,False,False,steady
00-0036450,Ke'Shawn Vaughn,RB,2020,2020.0,23.3,36.6,10.2,1,70.10000000000001,23.36666666666667,4.123529411764706,25.0,41.66666666666667,16.666666666666664,-13.100000000000001,-26.400000000000002,True,False,False,False,steady
00-0036364,Lynn Bowden Jr.,WR,2020,2020.0,53.58,,,0,,,,,,,,,False,False,False,False,limited_sample
00-0036365,Bryan Edwards,WR,2020,2020.0,36.3,109.1,4.5,1,149.89999999999998,49.96666666666666,5.168965517241379,16.666666666666664,45.83333333333333,8.333333333333332,-31.799999999999997,-104.6,True,False,False,False,steady
00-0036251,Zack Moss,RB,2020,2020.0,101.6,105.2,64.5,1,271.3,90.43333333333334,6.956410256410257,58.333333333333336,58.333333333333336,41.66666666666667,-37.099999999999994,-40.7,False,False,False,False,steady
00-0036194,Devin Asiasi,TE,2020,2020.0,11.9,,2.5,0,,,,,,,-9.4,,False,False,False,False,limited_sample
00-0036331,Devin Duvernay,WR,2020,2020.0,53.1,77.2,116.1,1,246.4,82.13333333333334,5.730232558139535,29.166666666666668,25.0,62.5,62.99999999999999,38.89999999999999,True,False,False,True,late_bloomer_y3
00-0036297,Darrynton Evans,RB,2020,2020.0,16.099999999999998,3.8,10.700000000000001,1,30.6,10.200000000000001,3.825,8.333333333333332,16.666666666666664,25.0,-5.399999999999997,6.900000000000001,True,False,False,False,steady
00-0036332,Josiah Deguara,TE,2020,2020.0,2.2,61.5,24.4,1,88.1,29.366666666666664,4.004545454545454,40.0,60.0,40.0,22.2,-37.1,False,False,False,False,steady
00-0036225,Dalton Keene,TE,2020,2020.0,4.6,,,0,,,,,,,,,False,False,False,False,limited_sample
00-0036422,Adam Trautman,TE,2020,2020.0,38.1,63.3,44.7,1,146.10000000000002,48.70000000000001,4.427272727272728,80.0,80.0,70.0,6.600000000000001,-18.599999999999994,False,True,False,False,steady
00-0036370,Joshua Kelley,RB,2020,2020.0,81.2,17.0,64.8,1,163.0,54.333333333333336,4.9393939393939394,50.0,33.33333333333333,50.0,-16.400000000000006,47.8,False,False,False,False,steady
00-0036232,Harrison Bryant,TE,2020,2020.0,61.8,62.3,61.699999999999996,1,185.79999999999998,61.93333333333333,4.764102564102564,90.0,70.0,80.0,-0.10000000000000142,-0.6000000000000014,False,True,False,False,steady
00-0036423,Albert Okwuegbunam,TE,2020,2020.0,29.1,76.0,25.5,1,130.6,43.53333333333333,5.678260869565217,70.0,90.0,60.0,-3.6000000000000014,-50.5,False,False,False,False,steady
00-0036269,La'Mical Perine,RB,2020,2020.0,52.5,3.0999999999999996,,0,,,,,,,,,False,False,False,False,limited_sample
00-0036226,Jacob Eason,QB,2020,2021.0,-1.0,0.36,,0,,,,,,,,,False,False,False,False,limited_sample
00-0036336,Anthony McFarland Jr.,RB,2020,2020.0,22.7,2.4,6.1,1,31.199999999999996,10.399999999999999,2.228571428571428,16.666666666666664,8.333333333333332,8.333333333333332,-16.6,3.6999999999999997,True,False,False,False,steady
00-0036301,James Morgan,QB,2020,,,,,0,,,,,,,,,False,False,False,False,limited_sample
00-0036196,Gabe Davis,WR,2020,2020.0,136.9,125.9,171.6,1,434.4,144.79999999999998,9.443478260869565,62.5,58.333333333333336,75.0,34.69999999999999,45.69999999999999,False,True,False,False,steady
00-0036244,Colby Parkinson,TE,2020,2020.0,3.6,8.3,69.2,1,81.10000000000001,27.033333333333335,4.055000000000001,50.0,30.0,90.0,65.60000000000001,60.900000000000006,False,True,False,False,steady
00-0036424,Brycen Hopkins,TE,2020,2021.0,1.9,17.900000000000002,12.8,1,32.6,10.866666666666667,2.716666666666667,30.0,50.0,30.0,10.9,-5.100000000000001,True,False,False,False,steady
00-0036340,Antonio Gandy-Golden,WR,2020,2020.0,3.5,,,0,,,,,,,,,False,False,False,False,limited_sample
00-0036425,DeeJay Dallas,RB,2020,2020.0,56.900000000000006,60.099999999999994,46.2,1,163.2,54.4,5.4399999999999995,41.66666666666667,50.0,33.33333333333333,-10.700000000000003,-13.899999999999991,False,False,False,False,steady
00-0036377,Joe Reed,WR,2020,2020.0,8.9,,,0,,,,,,,,,False,False,False,False,limited_sample
00-0036427,Tyler Johnson,WR,2020,2020.0,40.9,72.0,,0,,,,,,,,,False,False,False,False,limited_sample
00-0036254,Collin Johnson,WR,2020,2020.0,59.2,21.5,,0,,,,,,,,,False,False,False,False,limited_sample
00-0036277,Quintez Cephus,WR,2020,2020.0,66.9,49.4,3.5,1,119.80000000000001,39.93333333333334,7.0470588235294125,41.66666666666667,20.833333333333336,4.166666666666666,-63.400000000000006,-45.9,False,False,False,False,early_peak
00-0036197,Jake Fromm,QB,2020,2021.0,10.9,,,0,,,,,,,,,False,False,False,False,limited_sample
00-0036398,John Hightower,WR,2020,2020.0,28.8,,,0,,,,,,,,,False,False,False,False,limited_sample
00-0036308,Isaiah Coulter,WR,2020,2021.0,0.0,,,0,,,,,,,,,False,False,False,False,limited_sample
00-0036278,Jason Huntley,RB,2020,2020.0,2.9000000000000004,5.1,,0,,,,,,,,,False,False,False,False,limited_sample
00-0036309,Darnell Mooney,WR,2020,2020.0,152.1,219.7,101.5,1,473.29999999999995,157.76666666666665,10.756818181818181,66.66666666666666,87.5,54.166666666666664,-50.599999999999994,-118.19999999999999,False,False,False,False,steady
00-0036345,K.J. Osborn,WR,2020,2021.0,158.5,155.6,120.0,1,434.1,144.70000000000002,8.859183673469389,79.16666666666666,66.66666666666666,66.66666666666666,-38.5,-35.599999999999994,False,False,False,False,steady
00-0036233,Donovan Peoples-Jones,WR,2020,2020.0,58.4,109.7,167.1,1,335.2,111.73333333333333,9.05945945945946,33.33333333333333,50.0,70.83333333333334,108.69999999999999,57.39999999999999,False,True,False,False,steady
00-0036312,Jake Luton,QB,2020,2020.0,28.26,,,0,,,,,,,,,False,False,False,False,limited_sample
00-0036429,Charlie Woerner,TE,2020,2020.0,6.6,10.2,0.0,1,16.799999999999997,5.599999999999999,1.8666666666666663,60.0,40.0,10.0,-6.6,-10.2,False,False,False,False,early_peak
00-0036271,Quez Watkins,WR,2020,2020.0,23.6,116.0,84.5,1,224.1,74.7,6.056756756756757,12.5,54.166666666666664,50.0,60.9,-31.5,True,False,False,False,steady
00-0036133,James Proche,WR,2020,2020.0,2.4,36.2,12.200000000000001,1,50.800000000000004,16.933333333333334,2.988235294117647,4.166666666666666,16.666666666666664,20.833333333333336,9.8,-24.0,True,False,False,False,steady
00-0036250,Tyler Davis,TE,2020,2020.0,0.0,7.5,6.6,1,14.1,4.7,1.41,15.0,20.0,20.0,6.6,-0.9000000000000004,True,False,False,False,steady
00-0036165,Isaiah Hodgins,WR,2020,2022.0,,,,0,,,,,,,,,False,False,False,False,limited_sample
00-0036228,Dezmon Patmon,WR,2020,2021.0,10.1,4.4,,0,,,,,,,,,False,False,False,False,limited_sample
00-0036247,Freddie Swain,WR,2020,2020.0,40.9,86.5,11.4,1,138.8,46.26666666666667,4.47741935483871,20.833333333333336,41.66666666666667,16.666666666666664,-29.5,-75.1,True,False,False,False,steady
00-0036259,Jauan Jennings,WR,2020,2021.0,82.19999999999999,82.6,51.5,1,216.29999999999998,72.1,5.275609756097561,45.83333333333333,33.33333333333333,37.5,-30.69999999999999,-31.099999999999994,False,False,False,False,steady
00-0036382,K.J. Hill,WR,2020,2020.0,14.3,6.0,,0,,,,,,,,,False,False,False,False,limited_sample
00-0036383,Eno Benjamin,RB,2020,2021.0,28.0,89.6,,0,,,,,,,,,False,False,False,False,limited_sample
,Cole McDonald,QB,2020,,,,,0,,,,,,,,,False,False,False,False,limited_sample
00-0036384,Ben DiNucci,QB,2020,2020.0,6.960000000000001,,,0,,,,,,,,,False,False,False,False,limited_sample
00-0036433,Tommy Stevens,QB,2020,2020.0,2.4,,,0,,,,,,,,,False,False,False,False,limited_sample
00-0036279,Nate Stanley,QB,2020,,,,,0,,,,,,,,,False,False,False,False,limited_sample
00-0036435,Raymond Calais,RB,2020,,,,,0,,,,,,,,,False,False,False,False,limited_sample
00-0036245,Malcolm Perry,RB,2020,2020.0,24.7,,,0,,,,,,,,,False,False,False,False,limited_sample
00-0036438,Stephen Sullivan,TE,2020,2021.0,0.0,6.6,24.5,1,31.1,10.366666666666667,2.0733333333333333,15.0,10.0,50.0,24.5,17.9,True,False,False,True,late_bloomer_y3
00-0036439,Tyrie Cleveland,WR,2020,2020.0,12.3,0.0,4.8,1,17.1,5.7,1.9000000000000001,8.333333333333332,4.166666666666666,12.5,-7.500000000000001,4.8,True,False,False,False,steady
00-0036971,Trevor Lawrence,QB,2021,2021.0,199.04,295.62,262.54,1,757.2,252.4,15.144,83.33333333333334,83.33333333333334,100.0,63.50000000000003,-33.079999999999984,False,True,False,False,steady
00-0037013,Zach Wilson,QB,2021,2021.0,151.85999999999999,98.92,119.94,1,370.71999999999997,123.57333333333332,10.903529411764705,50.0,33.33333333333333,66.66666666666666,-31.919999999999987,21.019999999999996,False,False,False,False,steady
00-0037012,Trey Lance,QB,2021,2021.0,64.92,12.46,,0,,,,,,,,,False,False,False,False,limited_sample
00-0036970,Kyle Pitts,TE,2021,2021.0,176.6,75.6,137.3,1,389.5,129.83333333333334,8.852272727272727,100.0,87.5,100.0,-39.29999999999998,61.70000000000002,False,True,False,False,steady
00-0036900,Ja'Marr Chase,WR,2021,2021.0,304.6,242.4,262.72,1,809.72,269.9066666666667,17.99377777777778,100.0,85.0,95.0,-41.879999999999995,20.32000000000002,False,True,False,False,steady
00-0036613,Jaylen Waddle,WR,2021,2021.0,247.8,259.2,198.6,1,705.6,235.20000000000002,15.01276595744681,95.0,95.0,80.0,-49.20000000000002,-60.599999999999994,False,True,False,False,steady
00-0036912,DeVonta Smith,WR,2021,2021.0,185.6,254.6,227.6,1,667.8,222.6,13.356,85.0,90.0,85.0,42.0,-27.0,False,True,False,False,steady
00-0036945,Justin Fields,QB,2021,2021.0,126.8,295.98,230.17999999999998,1,652.96,217.65333333333334,16.324,33.33333333333333,100.0,83.33333333333334,103.37999999999998,-65.80000000000004,False,True,False,False,steady
00-0036972,Mac Jones,QB,2021,2021.0,224.94,170.08,106.4,1,501.41999999999996,167.14,11.938571428571427,100.0,50.0,50.0,-118.53999999999999,-63.68000000000001,False,False,False,False,early_peak
00-0036913,Kadarius Toney,WR,2021,2021.0,82.36,59.3,53.0,1,194.66,64.88666666666667,6.279354838709677,55.00000000000001,45.0,50.0,-29.36,-6.299999999999997,False,False,False,False,steady
00-0036893,Najee Harris,RB,2021,2021.0,300.7,223.46,195.5,1,719.66,239.88666666666666,14.110980392156861,100.0,84.61538461538461,100.0,-105.19999999999999,-27.960000000000008,False,True,False,False,steady
00-0036973,Travis Etienne,RB,2021,2022.0,203.1,282.4,130.2,1,615.7,205.23333333333335,12.56530612244898,84.61538461538461,100.0,69.23076923076923,-72.9,-152.2,False,True,False,False,steady
00-0036550,Rashod Bateman,WR,2021,2021.0,103.5,53.5,76.5,1,233.5,77.83333333333333,7.075757575757576,70.0,40.0,55.00000000000001,-27.0,23.0,False,False,False,False,steady
00-0036980,Elijah Moore,WR,2021,2021.0,138.2,88.1,132.1,1,358.4,119.46666666666665,8.741463414634145,80.0,65.0,75.0,-6.099999999999994,44.0,False,True,False,False,steady
00-0036997,Javonte Williams,RB,2021,2021.0,204.9,42.0,179.2,1,426.1,142.03333333333333,11.516216216216216,92.3076923076923,38.46153846153847,84.61538461538461,-25.700000000000017,137.2,False,True,False,False,steady
00-0036936,Rondale Moore,WR,2021,2021.0,111.1,87.89999999999999,105.0,1,304.0,101.33333333333333,7.794871794871795,75.0,60.0,65.0,-6.099999999999994,17.10000000000001,False,False,False,False,steady
00-0036894,Pat Freiermuth,TE,2021,2021.0,151.7,148.2,76.8,1,376.7,125.56666666666666,8.969047619047618,87.5,100.0,87.5,-74.89999999999999,-71.39999999999999,False,True,False,False,steady
00-0036620,D'Wayne Eskridge,WR,2021,2021.0,28.3,13.8,0.5,1,42.6,14.200000000000001,2.2421052631578946,35.0,25.0,10.0,-27.8,-13.3,False,False,False,False,early_peak
00-0036849,Tutu Atwell,WR,2021,2022.0,63.2,112.39999999999999,98.9,1,274.5,91.5,6.695121951219512,50.0,75.0,60.0,35.7,-13.499999999999986,False,False,False,False,steady
00-0036955,Terrace Marshall Jr.,WR,2021,2021.0,32.800000000000004,83.0,32.9,1,148.70000000000002,49.56666666666667,4.506060606060607,45.0,50.0,40.0,0.09999999999999432,-50.1,False,False,False,False,steady
00-0036928,Kyle Trask,QB,2021,2022.0,0.92,-0.1,-0.2,1,0.6200000000000001,0.2066666666666667,0.10333333333333335,16.666666666666664,16.666666666666664,16.666666666666664,-1.12,-0.1,True,False,False,False,steady
00-0036946,Kellen Mond,QB,2021,2021.0,0.2,,,0,,,,,,,,,False,False,False,False,limited_sample
00-0036898,Davis Mills,QB,2021,2021.0,156.95999999999998,181.52,17.82,1,356.3,118.76666666666667,10.796969696969697,66.66666666666666,66.66666666666666,33.33333333333333,-139.14,-163.70000000000002,False,False,False,False,early_peak
00-0036988,Josh Palmer,WR,2021,2021.0,92.9,169.3,106.7,1,368.90000000000003,122.96666666666668,8.997560975609757,65.0,80.0,70.0,13.799999999999997,-62.60000000000001,False,True,False,False,steady
00-0037004,Hunter Long,TE,2021,2021.0,1.8,,,0,,,,,,,,,False,False,False,False,limited_sample
00-0036626,Dyami Brown,WR,2021,2021.0,28.1,32.800000000000004,34.96,1,95.86000000000001,31.953333333333337,3.305517241379311,30.0,30.0,45.0,6.859999999999999,2.1599999999999966,True,False,False,False,steady
00-0037005,Tommy Tremble,TE,2021,2021.0,53.1,54.400000000000006,60.4,1,167.9,55.96666666666667,4.095121951219513,62.5,50.0,50.0,7.299999999999997,5.999999999999993,False,False,False,False,steady
00-0036991,Amari Rodgers,WR,2021,2021.0,9.6,43.1,0.0,1,52.7,17.566666666666666,3.7642857142857147,20.0,35.0,5.0,-9.6,-43.1,True,False,False,False,steady
00-0036984,Trey Sermon,RB,2021,2021.0,28.3,1.9,20.3,1,50.5,16.833333333333332,3.607142857142857,23.076923076923077,7.6923076923076925,30.76923076923077,-8.0,18.400000000000002,True,False,False,False,steady
00-0036554,Nico Collins,WR,2021,2021.0,83.6,97.1,260.4,1,441.09999999999997,147.03333333333333,11.31025641025641,60.0,70.0,90.0,176.79999999999998,163.29999999999998,False,True,False,False,steady
00-0036999,Anthony Schwartz,WR,2021,2021.0,33.4,18.8,,0,,,,,,,,,False,False,False,False,limited_sample
00-0037011,Tre' McKitty,TE,2021,2021.0,10.5,17.2,,0,,,,,,,,,False,False,False,False,limited_sample
00-0036924,Michael Carter,RB,2021,2021.0,154.4,126.0,58.800000000000004,1,339.2,113.06666666666666,7.5377777777777775,69.23076923076923,76.92307692307693,46.15384615384615,-95.6,-67.19999999999999,False,False,False,False,early_peak
00-0036627,Dez Fitzpatrick,WR,2021,2021.0,15.9,,,0,,,,,,,,,False,False,False,False,limited_sample
00-0036963,Amon-Ra St. Brown,WR,2021,2021.0,227.3,267.6,330.9,1,825.8,275.26666666666665,17.204166666666666,90.0,100.0,100.0,103.59999999999997,63.299999999999955,False,True,False,False,steady
00-0036842,Kene Nwangwu,RB,2021,2021.0,23.0,11.5,1.3,1,35.8,11.933333333333332,2.983333333333333,15.384615384615385,15.384615384615385,7.6923076923076925,-21.7,-10.2,True,False,False,False,steady
00-0036875,Rhamondre Stevenson,RB,2021,2021.0,114.89999999999999,249.1,145.7,1,509.7,169.9,12.43170731707317,46.15384615384615,92.3076923076923,76.92307692307693,30.799999999999997,-103.4,False,True,False,False,steady
00-0036628,John Bates,TE,2021,2021.0,50.9,30.8,34.1,1,115.80000000000001,38.6,3.405882352941177,50.0,37.5,25.0,-16.799999999999997,3.3000000000000007,False,False,False,False,early_peak
00-0036555,Chuba Hubbard,RB,2021,2021.0,137.6,89.7,182.5,1,409.8,136.6,9.106666666666667,61.53846153846154,61.53846153846154,92.3076923076923,44.900000000000006,92.8,False,True,False,False,steady
00-0036876,Kylen Granson,TE,2021,2021.0,21.6,61.2,73.0,1,155.8,51.93333333333334,4.1000000000000005,37.5,62.5,75.0,51.4,11.799999999999997,False,True,False,False,steady
00-0036877,Jaelon Darden,WR,2021,2021.0,11.399999999999999,4.800000000000001,,0,,,,,,,,,False,False,False,False,limited_sample
00-0036630,Tylan Wallace,WR,2021,2021.0,4.3,7.3,8.1,1,19.7,6.566666666666666,1.7909090909090908,5.0,10.0,20.0,3.8,0.7999999999999998,True,False,False,False,steady
00-0036929,Ian Book,QB,2021,2021.0,2.0,,,0,,,,,,,,,False,False,False,False,limited_sample
00-0036918,Jacob Harris,WR,2021,2022.0,1.6,,,0,,,,,,,,,False,False,False,False,limited_sample
00-0036887,Luke Farrell,TE,2021,2021.0,12.6,8.0,28.5,1,49.1,16.366666666666667,2.3380952380952382,12.5,12.5,12.5,15.9,20.5,True,False,False,False,steady
00-0036556,Brevin Jordan,TE,2021,2021.0,55.8,26.799999999999997,50.9,1,133.5,44.5,5.134615384615385,75.0,25.0,37.5,-4.899999999999999,24.1,False,False,False,False,early_peak
00-0036919,Kenneth Gainwell,RB,2021,2021.0,123.4,87.9,97.38,1,308.68,102.89333333333333,6.299591836734694,53.84615384615385,53.84615384615385,53.84615384615385,-26.02000000000001,9.47999999999999,False,False,False,False,steady
00-0036635,Ihmir Smith-Marsette,WR,2021,2021.0,28.6,0.4,32.5,1,61.5,20.5,4.730769230769231,40.0,5.0,35.0,3.8999999999999986,32.1,False,False,False,False,steady
00-0036637,Noah Gray,TE,2021,2021.0,16.6,70.0,70.6,1,157.2,52.4,3.9299999999999997,25.0,75.0,62.5,53.99999999999999,0.5999999999999943,True,False,False,False,steady
00-0036640,Zach Davidson,TE,2021,2024.0,,,,0,,,,,,,,,False,False,False,False,limited_sample
00-0036646,Simi Fehoko,WR,2021,2022.0,5.4,7.9,16.6,1,29.900000000000002,9.966666666666667,3.7375000000000003,15.0,15.0,25.0,11.200000000000001,8.700000000000001,True,False,False,False,steady
00-0036647,Cornell Powell,WR,2021,,,,,0,,,,,,,,,False,False,False,False,limited_sample
00-0036565,Ben Mason,RB,2021,,,,,0,,,,,,,,,False,False,False,False,limited_sample
00-0036951,Frank Darby,WR,2021,2021.0,2.4,2.5,,0,,,,,,,,,False,False,False,False,limited_sample
00-0036567,Elijah Mitchell,RB,2021,2021.0,165.0,43.6,47.5,1,256.1,85.36666666666667,9.485185185185186,76.92307692307693,46.15384615384615,38.46153846153847,-117.5,3.8999999999999986,False,False,False,False,early_peak
00-0036569,Gary Brightwell,RB,2021,2021.0,2.0,29.0,11.6,1,42.6,14.200000000000001,3.276923076923077,7.6923076923076925,30.76923076923077,23.076923076923077,9.6,-17.4,True,False,False,False,steady
00-0036650,Larry Rountree,RB,2021,2021.0,15.600000000000001,5.3,,0,,,,,,,,,False,False,False,False,limited_sample
00-0036857,Chris Evans,RB,2021,2021.0,49.8,12.8,2.1,1,64.69999999999999,21.566666666666663,4.621428571428571,30.76923076923077,23.076923076923077,15.384615384615385,-47.699999999999996,-10.700000000000001,True,False,False,False,steady
00-0036571,Marquez Stevenson,WR,2021,,,,,0,,,,,,,,,False,False,False,False,limited_sample
00-0036572,Shi Smith,WR,2021,2021.0,16.1,61.6,,0,,,,,,,,,False,False,False,False,limited_sample
00-0036652,Racey McMath,WR,2021,2021.0,0.7999999999999998,6.4,,0,,,,,,,,,False,False,False,False,limited_sample
00-0036858,Jalen Camp,WR,2021,2022.0,1.7,,,0,,,,,,,,,False,False,False,False,limited_sample
00-0036654,Demetric Felton,RB,2021,2021.0,50.5,2.4,,0,,,,,,,,,False,False,False,False,limited_sample
00-0036906,Khalil Herbert,RB,2021,2021.0,78.9,117.8,112.5,1,309.2,103.06666666666666,7.928205128205128,38.46153846153847,69.23076923076923,61.53846153846154,33.599999999999994,-5.299999999999997,False,False,False,False,steady
00-0036879,Sam Ehlinger,QB,2021,2021.0,0.9,35.620000000000005,,0,,,,,,,,,False,False,False,False,limited_sample
00-0036657,Seth Williams,WR,2021,2021.0,4.4,,,0,,,,,,,,,False,False,False,False,limited_sample
00-0036907,Dazz Newsome,WR,2021,2021.0,4.3,,,0,,,,,,,,,False,False,False,False,limited_sample
00-0036482,Mike Strachan,WR,2021,2021.0,4.6,8.899999999999999,5.5,1,19.0,6.333333333333333,2.111111111111111,10.0,20.0,15.0,0.9000000000000004,-3.3999999999999986,True,False,False,False,steady
00-0036860,Jake Funk,RB,2021,2021.0,0.5,,3.2,0,,,,,,,2.7,,False,False,False,False,limited_sample
00-0036536,Tre Nixon,WR,2021,,,,,0,,,,,,,,,False,False,False,False,limited_sample
00-0036578,Gerrid Doaks,RB,2021,,,,,0,,,,,,,,,False,False,False,False,limited_sample
00-0036862,Ben Skowronek,WR,2021,2021.0,24.3,84.3,21.5,1,130.1,43.36666666666667,4.336666666666667,25.0,55.00000000000001,30.0,-2.8000000000000007,-62.8,True,False,False,False,steady
00-0036939,Kawaan Baker,WR,2021,,,,,0,,,,,,,,,False,False,False,False,limited_sample
00-0036669,Kylin Hill,RB,2021,2021.0,3.9,0.7,,0,,,,,,,,,False,False,False,False,limited_sample
00-0036670,Jermar Jefferson,RB,2021,2021.0,25.7,,,0,,,,,,,,,False,False,False,False,limited_sample
00-0036671,Dax Milne,WR,2021,2021.0,15.4,15.7,,0,,,,,,,,,False,False,False,False,limited_sample
00-0037238,Drake London,WR,2022,2022.0,178.6,174.38,280.8,1,633.78,211.26,12.6756,89.47368421052632,78.94736842105263,100.0,102.20000000000002,106.42000000000002,False,True,False,False,steady
00-0037740,Garrett Wilson,WR,2022,2022.0,215.7,213.2,251.9,1,680.8,226.9333333333333,13.349019607843136,100.0,94.73684210526315,94.73684210526315,36.20000000000002,38.70000000000002,False,True,False,False,steady
00-0037239,Chris Olave,WR,2022,2022.0,198.2,231.29999999999998,76.7,1,506.2,168.73333333333332,12.97948717948718,94.73684210526315,100.0,42.10526315789473,-121.49999999999999,-154.59999999999997,False,False,False,False,early_peak
00-0037240,Jameson Williams,WR,2022,2022.0,15.1,80.3,212.2,1,307.59999999999997,102.53333333333332,9.32121212121212,15.789473684210526,47.368421052631575,89.47368421052632,197.1,131.89999999999998,True,True,True,True,late_bloomer_y3
00-0037741,Jahan Dotson,WR,2022,2022.0,130.6,124.8,41.9,1,297.29999999999995,99.09999999999998,6.913953488372092,73.68421052631578,68.42105263157895,36.84210526315789,-88.69999999999999,-82.9,False,False,False,False,early_peak
00-0037742,Treylon Burks,WR,2022,2022.0,88.1,39.9,7.5,1,135.5,45.166666666666664,5.42,57.89473684210527,26.31578947368421,26.31578947368421,-80.6,-32.4,False,False,False,False,early_peak
00-0038102,Kenny Pickett,QB,2022,2022.0,149.85999999999999,110.2,25.14,1,285.2,95.06666666666666,9.506666666666666,100.0,50.0,66.66666666666666,-124.71999999999998,-85.06,False,False,False,False,early_peak
00-0038124,Christian Watson,WR,2022,2022.0,164.10000000000002,101.3,105.3,1,370.70000000000005,123.56666666666668,10.01891891891892,78.94736842105263,57.89473684210527,52.63157894736842,-58.800000000000026,4.0,False,False,False,False,early_peak
00-0038120,Breece Hall,RB,2022,2022.0,115.1,290.5,240.9,1,646.5,215.5,16.1625,64.28571428571429,100.0,85.71428571428571,125.80000000000001,-49.599999999999994,False,True,False,False,steady
00-0038134,Kenneth Walker III,RB,2022,2022.0,202.5,199.4,181.2,1,583.0999999999999,194.36666666666665,14.221951219512192,100.0,57.14285714285714,71.42857142857143,-21.30000000000001,-18.200000000000017,False,True,False,False,early_peak
00-0038117,Wan'Dale Robinson,WR,2022,2022.0,51.599999999999994,133.2,182.70000000000002,1,367.5,122.5,9.671052631578947,47.368421052631575,73.68421052631578,84.21052631578947,131.10000000000002,49.50000000000003,False,True,False,False,steady
00-0037614,John Metchie,WR,2022,2023.0,32.2,55.4,,0,,,,,,,,,False,False,False,False,limited_sample
00-0038104,Tyquan Thornton,WR,2022,2022.0,66.3,27.200000000000003,8.7,1,102.2,34.06666666666667,4.088,52.63157894736842,21.052631578947366,31.57894736842105,-57.599999999999994,-18.500000000000004,False,False,False,False,early_peak
00-0037247,George Pickens,WR,2022,2022.0,166.5,208.8,164.4,1,539.7,179.9,11.24375,84.21052631578947,89.47368421052632,73.68421052631578,-2.0999999999999943,-44.400000000000006,False,True,False,False,steady
00-0037664,Alec Pierce,WR,2022,2022.0,112.30000000000001,95.4,161.4,1,369.1,123.03333333333335,7.53265306122449,68.42105263157895,52.63157894736842,68.42105263157895,49.099999999999994,66.0,False,True,False,False,steady
00-0038090,Skyy Moore,WR,2022,2022.0,49.4,53.7,0.0,1,103.1,34.36666666666667,3.555172413793103,42.10526315789473,36.84210526315789,7.894736842105263,-49.4,-53.7,False,False,False,False,early_peak
00-0037744,Trey McBride,TE,2022,2022.0,61.5,181.5,243.8,1,486.8,162.26666666666668,11.59047619047619,54.54545454545454,100.0,100.0,182.3,62.30000000000001,False,True,False,False,steady
00-0037248,James Cook,RB,2022,2022.0,105.7,232.7,266.7,1,605.0999999999999,201.69999999999996,12.348979591836732,50.0,78.57142857142857,92.85714285714286,161.0,34.0,False,True,False,False,steady
00-0037745,Velus Jones Jr.,WR,2022,2022.0,38.0,11.1,2.9,1,52.0,17.333333333333332,2.4761904761904763,31.57894736842105,15.789473684210526,15.789473684210526,-35.1,-8.2,True,False,False,False,steady
00-0037755,Jelani Woods,TE,2022,2022.0,74.2,,,0,,,,,,,,,False,False,False,False,limited_sample
