gsis_id,player_name,position,cfb_final_season,cfb_pass_yards,cfb_pass_td,cfb_rush_yards,cfb_rush_td,cfb_rec,cfb_rec_yards,cfb_rec_td
00-0037273,Kyle Philips,WR,2021,,,,,59.0,739.0,10.0
00-0037840,Kyren Williams,RB,2021,,,1002.0,14.0,42.0,359.0,3.0
00-0037276,Ty Chandler,RB,2021,,,1092.0,13.0,15.0,216.0,1.0
00-0037277,Teagan Quitoriano,TE,2021,,,,,19.0,214.0,3.0
00-0037282,James Mitchell,TE,2021,,,1.0,0.0,5.0,42.0,1.0
00-0037286,Kevin Harris,RB,2022,,,203.0,3.0,2.0,25.0,0.0
00-0037291,Jalen Nailor,WR,2021,,,-3.0,0.0,37.0,695.0,6.0
00-0037292,Andrew Ogletree,TE,,,,,,,,
00-0037085,Tyler Badie,RB,2021,,,1604.0,14.0,54.0,330.0,4.0
00-0037086,Grant Calcaterra,TE,2021,,,,,38.0,465.0,4.0
00-0037299,Keaontay Ingram,RB,2021,,,911.0,5.0,22.0,156.0,0.0
00-0037300,Michael Woods II,WR,2021,,,2.0,0.0,35.0,400.0,2.0
00-0037087,Trestan Ebner,RB,2021,,,799.0,2.0,28.0,284.0,2.0
00-0037304,Connor Heyward,TE,2021,,,7.0,0.0,35.0,326.0,2.0
00-0037306,John FitzPatrick,TE,2021,,,,,6.0,83.0,0.0
00-0037311,Ko Kieft,TE,2021,,,,,7.0,101.0,1.0
00-0037317,Nick Muse,TE,2021,,,,,20.0,222.0,2.0
00-0037091,Bo Melton,WR,2021,,,51.0,0.0,55.0,618.0,3.0
00-0037093,Dareke Young,WR,,,,,,,,
00-0037324,Chris Oladokun,QB,2021,224.0,2.0,19.0,1.0,,,
00-0037327,Skylar Thompson,QB,,,,,,,,
00-0037329,Brittain Brown,RB,2021,,,616.0,7.0,18.0,129.0,0.0
00-0037197,Isiah Pacheco,RB,,,,,,,,
00-0037098,Samori Toure,WR,2021,,,63.0,1.0,46.0,898.0,5.0
00-0037331,Zander Horvath,RB,,,,,,,,
00-0037834,Brock Purdy,QB,2021,3188.0,19.0,238.0,1.0,,,
00-0039150,Bryce Young,QB,2022,3328.0,32.0,185.0,4.0,,,
00-0039163,C.J. Stroud,QB,2022,3688.0,41.0,108.0,0.0,,,
00-0039164,Anthony Richardson,QB,2022,2549.0,17.0,654.0,9.0,,,
00-0038542,Bijan Robinson,RB,2022,,,1578.0,18.0,19.0,314.0,2.0
00-0039139,Jahmyr Gibbs,RB,2022,,,926.0,7.0,44.0,444.0,3.0
00-0038543,Jaxon Smith-Njigba,WR,2022,,,,,5.0,43.0,0.0
00-0038544,Quentin Johnston,WR,2022,,,-7.0,0.0,60.0,1069.0,6.0
00-0039064,Zay Flowers,WR,2022,,,40.0,0.0,78.0,1077.0,12.0
00-0038994,Jordan Addison,WR,2022,,,33.0,0.0,59.0,875.0,8.0
00-0038933,Dalton Kincaid,TE,2022,,,,,70.0,890.0,8.0
00-0039152,Will Levis,QB,2022,2406.0,19.0,-103.0,2.0,,,
00-0039065,Sam LaPorta,TE,2022,,,6.0,0.0,58.0,656.0,1.0
00-0039066,Michael Mayer,TE,2022,,,,,67.0,809.0,9.0
00-0039062,Jonathan Mingo,WR,2022,,,-7.0,1.0,51.0,862.0,5.0
00-0039144,Luke Musgrave,TE,2022,,,,,11.0,169.0,1.0
00-0039146,Jayden Reed,WR,2022,25.0,1.0,11.0,0.0,55.0,636.0,5.0
00-0039165,Zach Charbonnet,RB,2022,,,1359.0,14.0,37.0,321.0,0.0
00-0039067,Rashee Rice,WR,2022,,,,,96.0,1355.0,10.0
00-0038547,Luke Schoonmaker,TE,2022,,,,,35.0,418.0,3.0
00-0038935,Brenton Strange,TE,2022,,,0.0,0.0,32.0,362.0,5.0
00-0038976,Marvin Mims,WR,2022,,,3.0,0.0,54.0,1083.0,6.0
00-0038550,Hendon Hooker,QB,2022,3135.0,27.0,430.0,5.0,,,
00-0038977,Tank Dell,WR,,,,,,,,
00-0038551,Kendre Miller,RB,2022,,,1399.0,17.0,16.0,116.0,0.0
00-0038938,Jalin Hyatt,WR,2022,,,0.0,0.0,67.0,1267.0,15.0
00-0038979,Cedric Tillman,WR,2022,,,,,37.0,417.0,3.0
00-0038996,Tucker Kraft,TE,2022,,,6.0,0.0,22.0,289.0,2.0
00-0038997,Josh Downs,WR,2022,,,,,94.0,1029.0,11.0
00-0039032,Tyjae Spears,RB,2022,,,1581.0,19.0,22.0,256.0,2.0
00-0039040,De'Von Achane,RB,,,,,,,,
00-0038555,Tank Bigsby,RB,2022,,,970.0,10.0,30.0,180.0,0.0
00-0038558,Darnell Washington,TE,2022,,,,,28.0,454.0,2.0
00-0038559,Michael Wilson,WR,2022,,,47.0,0.0,26.0,418.0,4.0
00-0038563,Tre Tucker,WR,2022,,,8.0,0.0,52.0,672.0,3.0
00-0038564,Cameron Latu,TE,2022,,,,,30.0,377.0,4.0
00-0039021,Roschon Johnson,RB,2022,,,554.0,5.0,14.0,128.0,1.0
00-0038573,Derius Davis,WR,2022,,,30.0,1.0,42.0,531.0,5.0
00-0038998,Jake Haener,QB,2022,2888.0,20.0,-116.0,2.0,,,
00-0039107,Stetson Bennett,QB,2022,4127.0,27.0,205.0,10.0,,,
00-0038576,Charlie Jones,WR,2022,,,3.0,0.0,110.0,1361.0,12.0
00-0038941,Tyler Scott,WR,2022,,,,,55.0,899.0,9.0
00-0038579,Aidan O'Connell,QB,2022,3481.0,22.0,-81.0,1.0,,,
00-0038582,Clayton Tune,QB,2022,4074.0,40.0,547.0,5.0,,,
00-0038583,Dorian Thompson-Robinson,QB,2022,3153.0,27.0,647.0,12.0,,,
00-0038389,Israel Abanikanda,RB,2022,,,1431.0,20.0,12.0,146.0,1.0
00-0038589,Josh Whyle,TE,2022,,,,,32.0,326.0,3.0
00-0038391,Sean Clifford,QB,2022,2822.0,24.0,185.0,5.0,2.0,24.0,0.0
00-0038590,Justin Shorter,WR,2023,,,0.0,0.0,34.0,443.0,3.0
00-0038393,Dontayvion Wicks,WR,2022,,,,,30.0,430.0,2.0
00-0038394,Will Mallory,TE,2022,,,,,42.0,538.0,3.0
00-0038597,Chase Brown,RB,2022,0.0,0.0,1648.0,10.0,27.0,240.0,3.0
00-0038598,Jaren Hall,QB,2022,3171.0,31.0,346.0,3.0,3.0,36.0,1.0
00-0039050,Payne Durham,TE,2022,,,4.0,0.0,56.0,560.0,8.0
00-0038396,Eric Gray,RB,2022,0.0,0.0,1364.0,11.0,33.0,229.0,0.0
00-0039074,Davis Allen,TE,2022,0.0,0.0,,,39.0,443.0,5.0
00-0038397,Evan Hull,RB,2022,,,913.0,5.0,55.0,546.0,2.0
00-0039075,Puka Nacua,WR,2022,,,209.0,5.0,48.0,625.0,5.0
00-0038606,Parker Washington,WR,2022,,,8.0,0.0,46.0,611.0,2.0
00-0038608,Kayshon Boutte,WR,2022,,,41.0,0.0,48.0,538.0,2.0
00-0038400,Tanner McKee,QB,2022,2947.0,13.0,-90.0,2.0,,,
00-0039052,Trey Palmer,WR,2022,,,75.0,0.0,71.0,1043.0,9.0
00-0038611,Chris Rodriguez,RB,2022,,,903.0,6.0,5.0,41.0,0.0
00-0038612,A.T. Perry,WR,2022,,,,,81.0,1096.0,11.0
00-0039041,Elijah Higgins,WR,2022,,,48.0,0.0,59.0,704.0,2.0
00-0038618,Xavier Hutchinson,WR,2022,0.0,0.0,,,107.0,1171.0,6.0
00-0038619,Andrei Iosivas,WR,2022,,,10.0,0.0,66.0,943.0,7.0
00-0038621,DeMario Douglas,WR,2022,,,105.0,1.0,78.0,993.0,6.0
00-0038622,Deuce Vaughn,RB,2022,,,1558.0,9.0,42.0,378.0,3.0
00-0039136,Zach Evans,RB,2023,,,230.0,1.0,2.0,15.0,0.0
00-0038627,Antoine Green,WR,2022,,,,,43.0,798.0,7.0
00-0038406,Zack Kuntz,TE,2022,,,,,12.0,144.0,2.0
00-0039046,DeWayne McBride,RB,2022,,,1710.0,19.0,2.0,10.0,0.0
00-0038632,Colton Dowell,WR,2022,,,6.0,0.0,67.0,1032.0,6.0
00-0038409,Lew Nichols,RB,2022,,,601.0,6.0,21.0,128.0,0.0
00-0038636,Kenny McIntosh,RB,2022,,,829.0,10.0,43.0,504.0,2.0
00-0038637,Max Duggan,QB,2022,3698.0,32.0,423.0,9.0,1.0,1.0,0.0
00-0038640,Jalen Brooks,WR,2022,,,51.0,1.0,33.0,504.0,1.0
00-0038643,Brayden Willis,TE,2022,24.0,1.0,26.0,0.0,39.0,514.0,7.0
00-0038647,Ronnie Bell,WR,2022,0.0,0.0,23.0,1.0,62.0,889.0,4.0
00-0038507,Grant Dubose,WR,2022,0.0,0.0,,,64.0,792.0,9.0
00-0039918,Caleb Williams,QB,2023,3633.0,30.0,115.0,11.0,1.0,15.0,0.0
00-0039910,Jayden Daniels,QB,2023,3812.0,40.0,1134.0,10.0,,,
00-0039851,Drake Maye,QB,2023,3608.0,24.0,449.0,9.0,,,
00-0039849,Marvin Harrison Jr.,WR,2023,,,26.0,1.0,67.0,1211.0,14.0
00-0039917,Michael Penix,QB,2023,4903.0,36.0,8.0,3.0,,,
00-0039919,Rome Odunze,WR,2023,,,37.0,1.0,92.0,1640.0,13.0
00-0039732,Bo Nix,QB,2023,4508.0,45.0,234.0,6.0,,,
00-0039338,Brock Bowers,TE,2023,,,28.0,1.0,56.0,714.0,6.0
00-0039893,Brian Thomas,WR,2024,,,67.0,0.0,4.0,32.0,1.0
00-0039916,Ricky Pearsall,WR,2023,,,62.0,2.0,64.0,970.0,4.0
00-0039342,Xavier Legette,WR,2023,,,-9.0,0.0,71.0,1255.0,7.0
00-0039915,Ladd McConkey,WR,2023,,,38.0,1.0,30.0,478.0,2.0
00-0039907,Ja'Lynn Polk,WR,2023,,,32.0,1.0,69.0,1159.0,9.0
00-0039890,Adonai Mitchell,WR,2023,,,1.0,0.0,55.0,845.0,11.0
00-0039912,Ben Sinnott,TE,2023,,,,,49.0,676.0,6.0
00-0039920,Malachi Corley,WR,2023,,,11.0,0.0,79.0,984.0,11.0
00-0039921,Trey Benson,RB,2023,,,905.0,14.0,20.0,227.0,1.0
00-0039810,Jermaine Burton,WR,2023,,,,,39.0,798.0,8.0
00-0039737,Tip Reiman,TE,2023,,,,,19.0,203.0,3.0
00-0039738,Blake Corum,RB,2023,,,1245.0,27.0,16.0,117.0,1.0
00-0039739,Roman Wilson,WR,2023,,,10.0,0.0,48.0,789.0,12.0
00-0039811,MarShawn Lloyd,RB,2023,,,820.0,9.0,13.0,232.0,0.0
00-0039855,Jalen McMillan,WR,2023,9.0,0.0,30.0,1.0,45.0,559.0,5.0
00-0039355,Luke McCaffrey,WR,2023,0.0,0.0,117.0,0.0,71.0,992.0,13.0
00-0039847,Theo Johnson,TE,2023,,,,,34.0,341.0,7.0
00-0039853,Javon Baker,WR,2023,,,,,52.0,1139.0,7.0
00-0039792,Devontez Walker,WR,2023,,,23.0,0.0,41.0,699.0,7.0
00-0039814,Erick All,TE,2023,,,,,21.0,299.0,3.0
00-0039793,AJ Barner,TE,,,,,,,,
00-0039359,Cade Stover,TE,2023,,,,,41.0,576.0,5.0
00-0039361,Bucky Irving,RB,,,,,,,,
00-0039746,Will Shipley,RB,2023,,,827.0,5.0,31.0,244.0,2.0
00-0039875,Ray Davis,RB,2022,,,116.0,1.0,3.0,38.0,1.0
00-0039363,Isaac Guerendo,RB,2023,,,810.0,11.0,22.0,234.0,0.0
00-0039824,Jared Wiley,TE,2023,,,,,47.0,520.0,8.0
00-0039365,Jacob Cowing,WR,2023,-2.0,0.0,26.0,0.0,89.0,839.0,13.0
00-0039816,Anthony Gould,WR,2023,,,22.0,0.0,44.0,718.0,2.0
00-0039376,Spencer Rattler,QB,2023,3186.0,19.0,102.0,4.0,,,
00-0039747,Ainias Smith,WR,2023,,,21.0,0.0,53.0,795.0,2.0
00-0039379,Jamari Thrash,WR,2023,,,12.0,1.0,63.0,858.0,6.0
00-0039796,Rasheen Ali,RB,2023,,,1140.0,15.0,28.0,213.0,1.0
00-0039384,Tyrone Tracy Jr.,RB,2023,,,716.0,8.0,19.0,132.0,0.0
00-0039385,Keilan Robinson,RB,2023,,,134.0,3.0,8.0,56.0,0.0
00-0039386,Bub Means,WR,,,,,,,,
00-0039797,Jordan Travis,QB,2023,2745.0,20.0,176.0,7.0,,,
00-0039798,Isaiah Davis,RB,2023,0.0,0.0,1529.0,17.0,25.0,248.0,1.0
00-0039391,Kimani Vidal,RB,2023,,,1662.0,14.0,18.0,201.0,1.0
00-0039392,Jha'Quan Jackson,WR,2023,,,51.0,0.0,26.0,439.0,4.0
00-0039880,Malik Washington,WR,2023,0.0,0.0,7.0,0.0,110.0,1426.0,9.0
00-0039236,Johnny Wilson,WR,2023,,,,,41.0,617.0,2.0
00-0039393,Jase McClellan,RB,2023,,,890.0,8.0,15.0,137.0,0.0
00-0039394,Casey Washington,WR,2023,,,,,49.0,670.0,4.0
00-0039397,Tejhaun Palmer,WR,2023,,,,,47.0,858.0,7.0
00-0039398,Joe Milton,QB,2023,2814.0,20.0,299.0,7.0,1.0,6.0,0.0
00-0039399,Tanner McLachlan,TE,2023,,,,,45.0,528.0,4.0
00-0039405,Jawhar Jordan,RB,2023,,,1128.0,13.0,21.0,246.0,1.0
00-0039407,Dylan Laube,RB,2023,,,715.0,9.0,68.0,699.0,7.0
00-0039751,Jordan Whittington,WR,2023,,,18.0,0.0,42.0,505.0,1.0
00-0039410,Ryan Flournoy,WR,2023,,,49.0,1.0,57.0,839.0,6.0
00-0039801,Devin Leary,QB,2023,2746.0,25.0,-60.0,1.0,1.0,-4.0,0.0
00-0039415,Brenden Rice,WR,2023,,,,,45.0,791.0,12.0
00-0039420,Jaheim Bell,TE,2023,,,2.0,1.0,39.0,503.0,2.0
00-0039424,Devaughn Vele,WR,2023,6.0,0.0,,,43.0,593.0,3.0
00-0039884,Tahj Washington,WR,2023,,,10.0,0.0,59.0,1062.0,8.0
00-0039238,Michael Pratt,QB,2023,2406.0,22.0,286.0,5.0,,,
00-0039754,Devin Culp,TE,2023,,,,,16.0,208.0,2.0
00-0039437,Cornelius Johnson,WR,2023,,,40.0,0.0,47.0,604.0,1.0
00-0040676,Cam Ward,QB,,,,,,,,
00-0040128,Tyler Warren,TE,2024,35.0,1.0,218.0,4.0,104.0,1233.0,8.0
00-0040129,Emeka Egbuka,WR,2024,,,33.0,0.0,81.0,1011.0,10.0
00-0040130,Jayden Higgins,WR,2024,,,,,87.0,1183.0,9.0
00-0040734,TreVeyon Henderson,RB,2024,,,1016.0,10.0,27.0,284.0,1.0
00-0040743,Tyler Shough,QB,2024,3195.0,23.0,19.0,1.0,,,
00-0040727,Tre Harris,WR,2024,,,,,61.0,1063.0,7.0
00-0040729,Jack Bech,WR,2024,,,7.0,0.0,62.0,1034.0,9.0
00-0040730,RJ Harvey,RB,2024,18.0,0.0,1577.0,22.0,20.0,267.0,3.0
00-0040131,Kyle Williams,WR,2024,,,97.0,0.0,71.0,1198.0,15.0
00-0040669,Isaac TeSlaa,WR,2024,,,,,28.0,545.0,3.0
00-0040134,Pat Bryant,WR,,,,,,,,
00-0040138,Jaylin Noel,WR,2024,0.0,0.0,38.0,0.0,81.0,1194.0,8.0
00-0040009,Savion Williams,WR,2024,22.0,1.0,322.0,6.0,60.0,611.0,6.0
00-0040673,Jalen Milroe,QB,2024,2844.0,16.0,726.0,20.0,,,
00-0040704,Dillon Gabriel,QB,2024,3857.0,30.0,149.0,7.0,,,
00-0040705,Chimere Dike,WR,2024,,,,,42.0,783.0,2.0
00-0040719,Bhayshul Tuten,RB,2024,,,1158.0,15.0,22.0,79.0,2.0
00-0040715,Cam Skattebo,RB,,,,,,,,
00-0040581,Dont'e Thornton,WR,2024,,,,,26.0,661.0,6.0
00-0040582,Arian Smith,WR,2024,,,54.0,0.0,48.0,817.0,4.0
00-0040583,Woody Marks,RB,,,,,,,,
00-0040692,Jarquez Hunter,RB,2024,0.0,0.0,1201.0,8.0,21.0,155.0,1.0
00-0040584,Gunnar Helm,TE,2024,,,,,60.0,786.0,7.0
00-0040164,Jaylin Lane,WR,2024,6.0,1.0,116.0,2.0,38.0,466.0,2.0
00-0040172,Jordan Watkins,WR,2024,,,20.0,0.0,49.0,906.0,9.0
00-0040668,Shedeur Sanders,QB,2024,4134.0,37.0,-50.0,4.0,,,
00-0040184,KeAndre Lambert-Smith,WR,,,,,,,,
00-0040648,Tory Horton,WR,2024,,,22.0,0.0,25.0,331.0,1.0
00-0040194,Jackson Hawes,TE,2024,,,,,16.0,195.0,0.0
00-0040649,Robbie Ouzts,TE,2024,,,,,8.0,108.0,2.0
00-0040014,Kyle McCord,QB,2024,4779.0,34.0,-65.0,3.0,,,
00-0040203,Will Howard,QB,2024,4010.0,35.0,226.0,7.0,1.0,0.0,0.0
00-0040205,Kalel Mullings,RB,2024,,,948.0,12.0,6.0,35.0,0.0
00-0040206,Riley Leonard,QB,2024,2861.0,21.0,906.0,17.0,1.0,-8.0,0.0
00-0040208,Tahj Brooks,RB,2024,38.0,0.0,1505.0,17.0,27.0,185.0,1.0
00-0040211,Graham Mertz,QB,2024,791.0,6.0,56.0,1.0,,,
00-0040075,LaJohntay Wester,WR,2024,,,0.0,0.0,74.0,931.0,10.0
00-0040218,Jimmy Horn,WR,2024,,,3.0,0.0,37.0,441.0,1.0
00-0040220,Tommy Mellott,QB,2024,2783.0,31.0,1037.0,15.0,,,
00-0040222,Cam Miller,QB,2024,3252.0,33.0,631.0,12.0,,,
00-0040225,Thomas Fidone,TE,2024,,,,,36.0,373.0,0.0
00-0040589,Kurtis Rourke,QB,2024,3042.0,29.0,-35.0,2.0,,,
00-0040236,Kyle Monangai,RB,2024,,,1279.0,13.0,14.0,75.0,1.0
00-0040237,Tez Johnson,WR,2024,0.0,0.0,-1.0,0.0,83.0,898.0,10.0
00-0040653,Ricky White,WR,2024,,,1.0,0.0,79.0,1041.0,11.0
00-0040021,Phil Mafah,RB,2024,,,1115.0,8.0,21.0,103.0,0.0
00-0040240,Caleb Lohner,TE,2024,,,,,4.0,54.0,4.0
00-0040590,Konata Mumpfield,WR,2024,,,,,52.0,813.0,5.0
00-0040241,Dominic Lovett,WR,2024,,,,,59.0,607.0,6.0
00-0040242,Jacory Croskey-Merritt,RB,,,,,,,,
00-0040247,Junior Bergen,WR,2024,0.0,0.0,2.0,0.0,48.0,542.0,3.0
00-0040250,Luke Lachey,TE,2024,,,,,28.0,231.0,0.0
,Carson Beck,QB,2025,3813.0,30.0,43.0,2.0,1.0,14.0,1.0
BLA097235,Kaelon Black,RB,2025,,,1039.0,10.0,4.0,36.0,0.0
HIB564972,Matthew Hibner,TE,2025,,,,,31.0,436.0,4.0
,Joe Royer,TE,2025,,,,,29.0,416.0,4.0
DAN490797,CJ Daniels,WR,,,,,,,,
SMI038569,Anthony Smith,WR,2025,,,45.0,1.0,64.0,1053.0,7.0
MCG547540,Seth McGowan,RB,2025,,,725.0,12.0,19.0,126.0,0.0
